,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2242,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,0.08,0.66,0.19,29.4,0.66,0.19,0.12,0.40,12.6,0.00,0.00,0.00,0.08,0.08,0.12,0.00,0.00,Matches
2243,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,0.30,2.38,0.99,41.7,2.37,0.99,0.08,0.20,13.5,0.00,0.10,0.10,0.35,0.27,0.11,-0.05,-0.07,Matches
2244,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,0.21,1.58,0.50,31.6,1.57,0.50,0.13,0.42,20.4,0.00,0.00,0.00,0.14,0.14,0.09,0.07,0.07,Matches
2245,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,27,1991,25.2,0.16,3.02,0.75,25.0,3.01,0.75,0.01,0.05,20.6,0.28,0.12,0.16,0.36,0.24,0.08,-0.20,-0.20,Matches
2246,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,0.04,1.37,0.40,28.9,1.37,0.40,0.03,0.09,24.9,0.00,0.00,0.00,0.04,0.04,0.03,-0.01,-0.01,Matches
2247,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,0.12,2.79,0.58,20.8,2.81,0.58,0.00,0.00,16.3,0.12,0.12,0.12,0.37,0.28,0.10,-0.26,-0.28,Matches
2248,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,0.00,0.29,0.14,50.0,0.29,0.15,0.00,0.00,25.1,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
2249,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,0.06,0.29,0.17,60.0,0.29,0.17,0.20,0.33,10.7,0.00,0.00,0.00,0.05,0.05,0.15,0.01,0.01,Matches
2250,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Genoa,it Serie A,27,1991,1.9,0.00,2.63,0.00,0.0,2.68,0.00,0.00,,15.9,0.00,0.00,0.00,0.16,0.16,0.06,-0.16,-0.16,Matches
2251,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Lecce,it Serie A,27,1991,10.5,0.19,2.48,0.86,34.6,2.47,0.86,0.08,0.22,17.9,0.00,0.00,0.00,0.19,0.19,0.08,0.00,0.00,Matches
2252,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FWDF,Atlético Madrid,es La Liga,21,1997,0.1,0.00,10.0,0.00,0.0,15.00,0.00,0.00,,8.5,0.00,0.00,0.00,1.00,1.00,0.13,-1.00,-1.00,Matches
2253,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,27,1992,12.9,0.31,2.48,0.78,31.3,2.47,0.77,0.13,0.40,15.0,0.00,0.00,0.00,0.31,0.31,0.13,0.00,0.00,Matches
2254,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,0.50,1.50,0.50,33.3,1.51,0.50,0.33,1.00,21.1,0.00,0.00,0.00,0.25,0.25,0.18,0.25,0.25,Matches
2255,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,0.25,1.78,0.76,42.9,1.78,0.76,0.14,0.33,14.3,0.00,0.00,0.00,0.27,0.27,0.15,-0.02,-0.02,Matches
2256,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,27,1992,24.0,0.04,1.17,0.17,14.3,1.16,0.17,0.04,0.25,19.5,0.04,0.00,0.00,0.08,0.08,0.07,-0.04,-0.04,Matches
2257,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,eng Premier League,21,1998,22.5,0.22,1.96,0.58,29.5,1.95,0.58,0.11,0.38,15.1,0.00,0.00,0.00,0.25,0.25,0.13,-0.03,-0.03,Matches
2258,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,0.06,0.25,0.06,25.0,0.25,0.06,0.25,1.00,21.7,0.00,0.00,0.00,0.01,0.01,0.05,0.05,0.05,Matches
2259,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,0.00,1.55,0.47,30.0,1.55,0.46,0.00,0.00,22.0,0.16,0.00,0.00,0.12,0.12,0.07,-0.12,-0.12,Matches
2260,Joan Sastre Vanrell\Joan-Sastre-Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,0.00,1.06,0.07,6.3,1.06,0.07,0.00,0.00,25.5,0.07,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
2261,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,0.36,1.72,0.41,24.1,1.71,0.41,0.14,0.57,27.5,0.41,0.12,0.12,0.15,0.06,0.04,0.20,0.18,Matches
2262,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,0.00,0.09,0.05,50.0,0.09,0.05,0.00,0.00,13.0,0.00,0.00,0.00,0.00,0.00,0.07,-0.00,-0.00,Matches
2263,Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,eng Premier League,27,1991,18.6,0.11,1.02,0.32,31.6,1.02,0.32,0.11,0.33,22.5,0.05,0.00,0.00,0.06,0.06,0.06,0.05,0.05,Matches
2264,Louis Schaub\Louis-Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,0.14,1.30,0.72,55.6,1.30,0.72,0.11,0.20,16.7,0.00,0.00,0.00,0.09,0.09,0.07,0.06,0.06,Matches
2265,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,0.00,1.25,0.25,20.0,1.25,0.25,0.00,0.00,15.2,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
2266,Patrik Schick\Patrik-Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,0.69,3.40,1.25,36.7,3.40,1.25,0.20,0.56,10.9,0.07,0.00,0.00,0.42,0.42,0.12,0.28,0.28,Matches
2267,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,0.00,2.00,2.00,100.0,2.09,2.09,0.00,0.00,16.1,0.00,0.00,0.00,0.20,0.20,0.05,-0.20,-0.20,Matches
2268,Kingsley Schindler\Kingsley-Schindler,de GER,FWMF,Köln,de Bundesliga,26,1993,9.4,0.00,1.49,0.32,21.4,1.48,0.32,0.00,0.00,19.1,0.00,0.00,0.00,0.11,0.11,0.07,-0.11,-0.11,Matches
2269,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,0.05,1.68,0.42,25.0,1.68,0.42,0.03,0.13,22.2,0.00,0.00,0.00,0.07,0.07,0.05,-0.02,-0.02,Matches
2270,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,0.00,0.47,0.09,20.0,0.46,0.09,0.00,0.00,20.0,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
2271,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,0.00,0.73,0.24,33.3,0.72,0.24,0.00,0.00,14.2,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
2272,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,eng Premier League,26,1992,11.5,0.26,1.57,0.78,50.0,1.56,0.78,0.17,0.33,18.9,0.00,0.00,0.00,0.15,0.15,0.09,0.11,0.11,Matches
2273,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,59.0,0.03,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
2274,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,1.43,2.86,1.43,50.0,2.73,1.36,0.50,1.00,9.5,0.00,0.00,0.00,0.86,0.86,0.28,0.57,0.57,Matches
2275,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,0.16,1.37,0.51,37.2,1.36,0.51,0.12,0.31,23.5,0.38,0.00,0.00,0.09,0.09,0.07,0.07,0.07,Matches
2276,Manuel Schmiedebach\Manuel-Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2277,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,24.1,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
2278,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,0.00,0.54,0.00,0.0,0.54,0.00,0.00,,19.9,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
2279,Lasse Schöne\Lasse-Schone,dk DEN,MF,Genoa,it Serie A,33,1986,27.0,0.07,1.26,0.33,26.5,1.26,0.33,0.06,0.22,24.0,0.56,0.00,0.04,0.11,0.08,0.07,-0.04,-0.01,Matches
2280,Sebastian Schonlau\Sebastian-Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,0.09,0.48,0.17,36.4,0.48,0.17,0.18,0.50,11.1,0.00,0.00,0.00,0.05,0.05,0.10,0.04,0.04,Matches
2281,Alessandro Schöpf\Alessandro-Schopf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,0.00,0.88,0.19,21.4,0.88,0.19,0.00,0.00,18.3,0.00,0.00,0.00,0.08,0.08,0.09,-0.08,-0.08,Matches
2282,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,0.00,0.58,0.17,28.6,0.58,0.17,0.00,0.00,24.8,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
2283,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2284,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,0.15,0.91,0.15,16.7,0.91,0.15,0.17,1.00,16.1,0.00,0.00,0.00,0.06,0.06,0.07,0.09,0.09,Matches
2285,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2286,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,0.00,0.39,0.10,25.0,0.39,0.10,0.00,0.00,28.1,0.10,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
2287,Aleksandar Sedlar\Aleksandar-Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,0.00,0.11,0.11,100.0,0.11,0.11,0.00,0.00,12.2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
2288,Davie Selke\Davie-Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,0.09,1.78,0.28,15.8,1.78,0.28,0.05,0.33,13.1,0.00,0.00,0.00,0.24,0.24,0.14,-0.15,-0.15,Matches
2289,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,0.00,2.55,0.98,38.5,2.53,0.97,0.00,0.00,12.7,0.00,0.00,0.00,0.25,0.25,0.10,-0.25,-0.25,Matches
2290,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2291,Ken Sema\Ken-Sema,se SWE,DFMF,Udinese,it Serie A,25,1993,27.3,0.07,0.59,0.15,25.0,0.59,0.15,0.13,0.50,20.5,0.04,0.00,0.00,0.02,0.02,0.03,0.05,0.05,Matches
2292,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,0.04,0.34,0.09,25.0,0.34,0.09,0.13,0.50,18.2,0.00,0.00,0.00,0.04,0.04,0.12,0.00,0.00,Matches
2293,Alessandro Semprini\Alessandro-Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,0.14,0.29,0.14,50.0,0.29,0.14,0.50,1.00,18.5,0.00,0.00,0.00,0.11,0.11,0.40,0.03,0.03,Matches
2294,Josep Señé\Josep-Sene,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0.00,0.59,0.59,100.0,0.60,0.60,0.00,0.00,9.0,0.00,0.00,0.00,0.06,0.06,0.10,-0.06,-0.06,Matches
2295,Stefano Sensi\Stefano-Sensi,it ITA,MFFW,Inter,it Serie A,23,1995,8.0,0.38,3.63,1.25,34.5,3.61,1.24,0.10,0.30,21.2,0.50,0.00,0.00,0.21,0.21,0.06,0.16,0.16,Matches
2296,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2297,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,0.39,2.08,0.84,40.5,2.08,0.84,0.19,0.47,19.7,0.00,0.00,0.00,0.17,0.17,0.08,0.22,0.22,Matches
2298,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,15.1,0.00,0.00,0.00,0.03,0.03,0.11,-0.03,-0.03,Matches
2299,Salva Sevilla\Salva-Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,0.18,1.09,0.39,35.5,1.09,0.39,0.10,0.27,25.8,0.46,0.07,0.11,0.13,0.05,0.05,0.04,0.05,Matches
2300,Yevhen Shakhov\Yevhen-Shakhov,ua UKR,MFFW,Lecce,it Serie A,28,1990,12.1,0.08,1.07,0.33,30.8,1.08,0.33,0.08,0.25,21.1,0.00,0.00,0.00,0.07,0.07,0.07,0.01,0.01,Matches
2301,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,0.48,1.90,0.48,25.0,1.95,0.49,0.25,1.00,19.5,0.00,0.00,0.00,0.29,0.29,0.14,0.19,0.19,Matches
2302,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,0.26,1.20,0.43,35.7,1.20,0.43,0.21,0.60,9.5,0.00,0.00,0.00,0.23,0.23,0.19,0.03,0.03,Matches
2303,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,0.00,0.52,0.26,50.0,0.52,0.26,0.00,0.00,18.6,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
2304,Khiry Shelton\Khiry-Shelton,us USA,FWMF,Paderborn 07,de Bundesliga,26,1993,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2305,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,0.26,1.91,0.60,31.1,1.91,0.59,0.13,0.43,25.6,0.34,0.00,0.00,0.11,0.11,0.05,0.15,0.15,Matches
2306,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2307,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,0.00,0.59,0.15,25.0,0.59,0.15,0.00,0.00,24.4,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
2308,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2309,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,0.08,0.38,0.15,40.0,0.38,0.15,0.20,0.50,13.5,0.00,0.00,0.00,0.02,0.02,0.06,0.05,0.05,Matches
2310,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,fr Ligue 1,23,1996,4.9,0.00,2.04,0.20,10.0,2.05,0.20,0.00,0.00,11.1,0.00,0.00,0.00,0.20,0.20,0.10,-0.20,-0.20,Matches
2311,Kaj Sierhuis\Kaj-Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2312,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,0.07,1.58,0.42,26.7,1.58,0.42,0.02,0.08,21.1,0.18,0.04,0.04,0.15,0.12,0.08,-0.08,-0.08,Matches
2313,Luca Siligardi\Luca-Siligardi,it ITA,FWMF,Parma,it Serie A,31,1988,3.7,0.00,2.97,0.81,27.3,2.94,0.80,0.00,0.00,21.1,0.00,0.00,0.00,0.19,0.19,0.07,-0.19,-0.19,Matches
2314,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,0.00,1.03,0.22,21.4,1.03,0.22,0.00,0.00,26.1,0.29,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
2315,André Silva\Andre-Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,0.00,2.86,0.00,0.0,3.00,0.00,0.00,,9.9,0.00,0.00,0.00,0.43,0.43,0.16,-0.43,-0.43,Matches
2316,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,0.69,3.09,1.26,40.7,3.09,1.26,0.20,0.50,11.5,0.00,0.06,0.06,0.60,0.55,0.18,0.09,0.07,Matches
2317,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,eng Premier League,24,1994,22.6,0.27,2.17,0.66,30.6,2.17,0.67,0.12,0.40,14.0,0.00,0.00,0.00,0.30,0.30,0.14,-0.03,-0.03,Matches
2318,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,0.30,2.27,0.84,37.0,2.27,0.84,0.13,0.35,14.2,0.25,0.00,0.00,0.31,0.31,0.14,-0.01,-0.01,Matches
2319,Gabriel Silva\Gabriel-Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2320,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,0.03,0.68,0.10,14.3,0.68,0.10,0.05,0.33,20.6,0.10,0.00,0.00,0.05,0.05,0.07,-0.02,-0.02,Matches
2321,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MFFW,Dijon,fr Ligue 1,21,1998,5.2,0.00,2.12,0.58,27.3,2.13,0.58,0.00,0.00,25.7,0.00,0.00,0.00,0.13,0.13,0.06,-0.13,-0.13,Matches
2322,Rui Silva\Rui-Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2323,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,0.00,0.34,0.11,33.3,0.34,0.11,0.00,0.00,11.0,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
2324,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2325,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,0.00,0.60,0.18,30.0,0.60,0.18,0.00,0.00,14.9,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
2326,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,0.37,2.62,0.92,35.3,2.62,0.92,0.14,0.40,14.8,0.00,0.00,0.00,0.38,0.38,0.14,-0.01,-0.01,Matches
2327,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,24,1995,24.2,0.21,1.78,0.74,41.9,1.78,0.74,0.12,0.28,15.7,0.00,0.00,0.00,0.28,0.28,0.16,-0.07,-0.07,Matches
2328,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2329,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,2.7,0.00,0.37,0.00,0.0,0.37,0.00,0.00,,15.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
2330,Sarpreet Singh\Sarpreet-Singh,nz NZL,FWMF,Bayern Munich,de Bundesliga,20,1999,0.8,0.00,1.25,0.00,0.0,1.25,0.00,0.00,,15.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
2331,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,0.67,1.33,0.67,50.0,1.36,0.68,0.50,1.00,13.8,0.00,0.00,0.00,0.13,0.13,0.09,0.53,0.53,Matches
2332,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2333,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,0.00,0.61,0.19,30.8,0.61,0.19,0.00,0.00,14.3,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
2334,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2335,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,0.00,0.90,0.06,6.3,0.90,0.06,0.00,0.00,21.8,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
2336,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,0.07,0.51,0.15,28.6,0.51,0.15,0.14,0.50,14.8,0.00,0.00,0.00,0.09,0.09,0.17,-0.01,-0.01,Matches
2337,Sambou Sissoko\Sambou-Sissoko,fr FRA,MFFW,Reims,fr Ligue 1,20,1999,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2338,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,24,1995,9.9,0.20,3.03,1.52,50.0,3.03,1.52,0.07,0.13,21.9,0.10,0.00,0.00,0.19,0.19,0.06,0.01,0.01,Matches
2339,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2340,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,0.03,0.84,0.17,20.0,0.84,0.17,0.04,0.20,18.2,0.00,0.00,0.00,0.06,0.06,0.08,-0.03,-0.03,Matches
2341,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,eng Premier League,18,2000,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2342,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
2343,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FWMF,Bologna,it Serie A,19,1999,8.4,0.12,2.38,0.83,35.0,2.37,0.83,0.05,0.14,16.5,0.12,0.00,0.00,0.19,0.19,0.08,-0.07,-0.07,Matches
2344,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,23,1996,29.0,0.14,2.17,0.66,30.2,2.17,0.66,0.06,0.21,23.0,0.66,0.00,0.00,0.14,0.14,0.06,0.00,0.00,Matches
2345,Simon Skrabb\Simon-Skrabb,fi FIN,MFFW,Brescia,it Serie A,24,1995,2.9,0.00,1.03,0.34,33.3,1.05,0.35,0.00,0.00,19.8,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
2346,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,0.00,0.48,0.14,28.6,0.48,0.14,0.00,0.00,15.0,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
2347,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Düsseldorf,de Bundesliga,26,1992,5.9,0.17,2.37,0.17,7.1,2.38,0.17,0.07,1.00,19.6,0.00,0.00,0.00,0.27,0.27,0.11,-0.10,-0.10,Matches
2348,Petar Škuletić\Petar-Skuletic,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0.00,3.33,0.83,25.0,3.40,0.85,0.00,0.00,18.0,0.00,0.00,0.83,0.83,0.17,0.05,-0.83,-0.17,Matches
2349,Islam Slimani\Islam-Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,0.63,3.36,1.33,39.6,3.36,1.33,0.17,0.42,11.0,0.00,0.07,0.07,0.70,0.64,0.20,-0.07,-0.08,Matches
2350,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0.00,1.14,0.00,0.0,1.15,0.00,0.00,,21.7,0.00,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches
2351,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,0.11,0.67,0.18,26.3,0.67,0.18,0.16,0.60,8.3,0.00,0.00,0.00,0.07,0.07,0.10,0.04,0.04,Matches
2352,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
