,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1725,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,20-103,2001,0.8,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,1.25,0.00,0.00,0.00,3.75,1.25,2.50,33.3,Matches
1726,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,29-166,1991,25.7,0.19,0.04,0.00,1.28,1.05,0.19,1.75,1.13,0.47,0.00,0.00,0.00,7.39,0.39,1.32,22.7,Matches
1727,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,21-271,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1728,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,de Bundesliga,18-199,2002,0.4,2.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,10.0,0.00,7.50,0.0,Matches
1729,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,es La Liga,22-356,1998,26.8,0.26,0.04,0.04,1.34,0.37,0.00,0.82,0.63,0.93,0.00,0.04,0.00,10.1,1.31,1.12,53.8,Matches
1730,Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,it Serie A,25-008,1996,4.0,0.00,0.00,0.00,2.25,2.50,0.50,0.00,0.50,0.25,0.00,0.00,0.00,3.00,3.75,4.00,48.4,Matches
1731,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30-083,1991,12.5,0.32,0.00,0.00,1.76,1.28,0.00,0.48,0.88,1.92,0.00,0.00,0.00,9.60,1.20,1.52,44.1,Matches
1732,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,32-258,1988,6.3,0.00,0.00,0.00,1.11,1.43,0.00,1.90,0.95,1.11,0.00,0.00,0.00,8.89,0.95,2.70,26.1,Matches
1733,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,35-067,1986,19.8,0.05,0.00,0.00,1.16,0.76,0.10,1.87,1.31,0.96,0.00,0.00,0.00,7.98,1.72,1.16,59.6,Matches
1734,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,it Serie A,21-023,2000,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
1735,Lorenzo Montipò\Lorenzo-Montipo,it ITA,GK,Benevento,it Serie A,25-073,1996,34.0,0.09,0.00,0.00,0.09,0.18,0.00,0.00,0.00,0.00,0.00,0.06,0.03,4.21,0.00,0.00,,Matches
1736,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,32-313,1988,15.0,0.33,0.00,0.00,1.53,1.33,0.07,2.07,0.93,0.87,0.00,0.00,0.00,8.60,0.80,1.40,36.4,Matches
1737,Martín Montoya\Martin-Montoya,es ESP,DF,Betis,es La Liga,30-020,1991,2.7,0.00,0.37,0.00,1.48,0.37,0.00,1.85,0.37,0.74,0.00,0.00,0.00,10.0,2.59,1.11,70.0,Matches
1738,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23-284,1997,5.6,0.36,0.00,0.00,1.25,2.32,1.07,0.71,0.36,1.25,0.00,0.00,0.00,4.11,0.71,1.96,26.7,Matches
1739,Luca Mora\Luca-Mora,it ITA,MF,Spezia,it Serie A,32-359,1988,1.3,0.00,0.00,0.00,1.54,1.54,0.00,0.77,0.77,2.31,0.00,0.00,0.00,3.85,2.31,1.54,60.0,Matches
1740,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,eng Premier League,24-159,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
1741,Álvaro Morata\Alvaro-Morata,es ESP,FW,Juventus,it Serie A,28-193,1992,20.1,0.10,0.05,0.00,1.74,2.04,0.95,1.19,0.45,0.60,0.05,0.00,0.00,3.98,1.44,1.34,51.8,Matches
1742,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,31-184,1989,1.4,0.00,0.00,0.00,4.29,0.71,0.00,0.00,1.43,0.71,0.00,0.00,0.00,9.29,1.43,0.71,66.7,Matches
1743,Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,es La Liga,22-231,1998,12.9,0.23,0.00,0.00,1.40,1.24,0.16,5.43,1.32,0.54,0.00,0.00,0.00,5.04,1.01,1.16,46.4,Matches
1744,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,fr Ligue 1,37-032,1984,24.7,0.04,0.00,0.00,0.77,0.61,0.00,0.08,1.46,0.81,0.00,0.00,0.00,8.79,1.26,1.09,53.4,Matches
1745,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,28-303,1992,0.7,0.00,0.00,0.00,0.00,1.43,0.00,1.43,0.00,1.43,0.00,0.00,0.00,4.29,0.00,0.00,,Matches
1746,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,27-330,1993,18.3,0.16,0.00,0.00,1.04,1.09,0.00,2.51,1.37,1.37,0.00,0.05,0.00,12.5,0.98,1.26,43.9,Matches
1747,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,es La Liga,29-027,1992,26.5,0.11,0.00,0.00,1.51,2.04,0.60,1.47,0.53,0.42,0.00,0.00,0.00,4.30,2.23,2.64,45.7,Matches
1748,Tete Morente\Tete-Morente,es ESP,MFFW,Elche,es La Liga,24-151,1996,22.4,0.22,0.00,0.00,1.25,1.52,0.22,2.37,0.76,1.21,0.00,0.00,0.00,6.34,0.85,1.12,43.2,Matches
1749,Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,de Bundesliga,21-063,2000,9.2,0.11,0.00,0.00,1.30,0.87,0.11,2.39,1.74,0.76,0.00,0.00,0.00,8.04,0.54,0.54,50.0,Matches
1750,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,37-103,1984,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
1751,Loren Morón\Loren-Moron,es ESP,FWMF,Betis,es La Liga,27-125,1993,10.6,0.19,0.00,0.00,1.23,2.26,0.75,0.19,0.57,0.66,0.09,0.00,0.00,3.49,2.74,4.81,36.3,Matches
1752,Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,es La Liga,33-013,1988,22.1,0.05,0.00,0.00,1.18,0.95,0.00,0.05,0.68,1.00,0.00,0.00,0.00,11.2,1.27,1.90,40.0,Matches
1753,Aimen Moueffek\Aimen-Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,20-025,2001,7.8,0.38,0.00,0.00,2.18,1.92,0.00,0.13,0.51,2.44,0.13,0.00,0.00,12.4,1.41,1.67,45.8,Matches
1754,Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,de Bundesliga,16-165,2004,4.7,0.00,0.00,0.00,1.91,1.70,0.85,0.64,0.00,0.43,0.00,0.00,0.00,4.89,0.43,1.06,28.6,Matches
1755,Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23-158,1997,25.0,0.24,0.00,0.00,0.96,0.56,0.00,0.00,1.52,1.52,0.00,0.08,0.00,8.44,2.16,1.36,61.4,Matches
1756,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,35-111,1986,29.0,0.03,0.00,0.00,0.00,0.17,0.03,0.00,0.00,0.00,0.00,0.00,0.00,5.66,0.00,0.00,,Matches
1757,Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,fr Ligue 1,26-217,1994,26.9,0.19,0.00,0.00,2.38,1.00,0.74,0.45,0.30,0.56,0.04,0.00,0.00,4.61,8.25,3.98,67.5,Matches
1758,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,eng Premier League,22-114,1999,29.1,0.07,0.00,0.00,1.62,1.41,0.14,1.82,1.17,1.55,0.07,0.00,0.00,7.59,0.69,1.75,28.2,Matches
1759,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,28-264,1992,15.2,0.00,0.00,0.00,1.38,3.03,0.20,0.72,1.32,1.38,0.00,0.00,0.00,7.96,1.71,2.70,38.8,Matches
1760,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,25-085,1996,3.3,0.00,0.00,0.00,2.12,0.61,1.52,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.30,6.06,4.8,Matches
1761,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,34-238,1986,24.2,0.21,0.04,0.04,1.61,0.87,0.00,1.49,1.40,1.61,0.00,0.04,0.00,9.79,0.79,0.95,45.2,Matches
1762,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,24-265,1996,0.9,0.00,0.00,0.00,2.22,1.11,0.00,2.22,0.00,0.00,0.00,0.00,0.00,2.22,1.11,3.33,25.0,Matches
1763,Loris Mouyokolo\Loris-Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19-347,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
1764,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,35-070,1986,1.1,0.00,0.00,0.00,0.00,0.91,0.00,0.91,0.00,0.00,0.00,0.00,0.00,8.18,2.73,0.91,75.0,Matches
1765,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,23-184,1997,18.3,0.27,0.00,0.00,2.13,1.26,0.11,2.02,1.48,1.09,0.05,0.00,0.00,9.56,3.39,1.64,67.4,Matches
1766,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,20-039,2001,28.9,0.10,0.00,0.00,0.97,0.48,0.03,0.03,1.21,0.69,0.00,0.00,0.00,11.8,3.18,1.25,71.9,Matches
1767,Mert Müldür\Mert-Muldur,tr TUR,DF,Sassuolo,it Serie A,22-031,1999,18.0,0.11,0.00,0.00,1.11,0.83,0.00,1.89,1.28,0.94,0.00,0.00,0.00,7.39,0.94,1.28,42.5,Matches
1768,Florian Müller\Florian-Muller,de GER,GK,Freiburg,de Bundesliga,23-172,1997,30.0,0.00,0.00,0.00,0.03,0.10,0.00,0.00,0.03,0.00,0.00,0.00,0.00,5.53,0.00,0.00,,Matches
1769,Sebastian Müller\Sebastian-Muller,de GER,MFDF,Arminia,de Bundesliga,20-101,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1770,Thomas Müller\Thomas-Muller,de GER,MF,Bayern Munich,de Bundesliga,31-233,1989,27.3,0.00,0.00,0.00,0.81,0.77,0.48,3.19,0.62,1.17,0.00,0.00,0.00,6.30,1.79,3.08,36.8,Matches
1771,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,eng Premier League,22-115,1999,0.4,2.50,0.00,0.00,2.50,5.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,7.50,0.0,Matches
1772,Marshall Munetsi\Marshall-Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,24-316,1996,19.4,0.31,0.05,0.00,1.44,1.03,0.00,0.15,1.55,1.29,0.00,0.00,0.00,10.2,2.68,1.39,65.8,Matches
1773,Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,es La Liga,28-136,1992,21.6,0.05,0.00,0.00,0.83,3.19,0.09,1.57,0.65,0.88,0.05,0.00,0.00,5.65,0.46,0.74,38.5,Matches
1774,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,23-261,1997,13.4,0.45,0.00,0.00,1.49,0.67,0.00,3.73,0.60,1.04,0.00,0.00,0.00,9.63,1.49,1.42,51.3,Matches
1775,Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,es La Liga,22-055,1999,0.5,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,6.00,25.0,Matches
1776,Luis Muriel\Luis-Muriel,co COL,FW,Atalanta,it Serie A,30-018,1991,14.2,0.00,0.00,0.00,1.27,1.34,0.21,2.39,0.49,0.77,0.07,0.00,0.00,6.06,1.69,3.17,34.8,Matches
1777,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,es La Liga,28-342,1992,30.0,0.37,0.03,0.03,1.50,1.00,0.00,0.00,1.10,1.03,0.00,0.03,0.00,8.97,2.47,2.07,54.4,Matches
1778,Vedat Muriqi\Vedat-Muriqi,xk KVX,FW,Lazio,it Serie A,27-010,1994,5.8,0.17,0.00,0.00,1.38,2.59,1.55,0.52,0.00,0.52,0.00,0.00,0.00,4.83,4.66,4.66,50.0,Matches
1779,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,eng Premier League,26-069,1995,14.1,0.21,0.00,0.00,1.35,1.28,0.14,2.27,1.21,1.84,0.00,0.00,0.00,6.31,0.21,1.28,14.3,Matches
1780,Nicola Murru\Nicola-Murru,it ITA,DF,Torino,it Serie A,26-139,1994,6.3,0.00,0.00,0.00,1.90,1.90,0.00,3.33,0.95,1.59,0.00,0.00,0.00,8.41,1.59,1.75,47.6,Matches
1781,Petar Musa\Petar-Musa,hr CRO,FW,Union Berlin,de Bundesliga,23-061,1998,6.0,0.33,0.00,0.00,2.67,1.50,1.17,0.50,0.67,1.67,0.00,0.00,0.00,6.67,5.50,5.83,48.5,Matches
1782,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Lazio,it Serie A,30-251,1990,2.5,0.80,0.00,0.00,1.20,1.60,0.00,0.00,1.60,0.00,0.00,0.00,0.00,5.60,0.40,2.80,12.5,Matches
1783,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,30-251,1990,0.4,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
1784,Yunus Musah\Yunus-Musah,us USA,MF,Valencia,es La Liga,18-156,2002,16.8,0.12,0.00,0.00,1.19,1.67,0.18,1.01,0.42,0.65,0.00,0.00,0.00,5.65,1.01,1.37,42.5,Matches
1785,Jamal Musiala\Jamal-Musiala,de GER,FWMF,Bayern Munich,de Bundesliga,18-067,2003,8.8,0.00,0.00,0.00,1.36,2.27,0.23,1.02,2.50,1.48,0.00,0.00,0.00,9.20,0.80,2.16,26.9,Matches
1786,Juan Musso\Juan-Musso,ar ARG,GK,Udinese,it Serie A,26-363,1994,31.0,0.16,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,4.90,0.03,0.00,100.0,Matches
1787,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,29-017,1992,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,10.0,4.00,0.00,100.0,Matches
1788,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Schalke 04,de Bundesliga,29-017,1992,7.5,0.00,0.00,0.00,0.80,0.93,0.27,0.00,2.13,0.53,0.00,0.00,0.13,10.9,5.07,2.53,66.7,Matches
1789,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Eibar,es La Liga,28-293,1992,12.0,0.08,0.00,0.00,2.33,1.25,0.58,0.58,0.33,0.67,0.08,0.00,0.00,5.58,2.92,4.00,42.2,Matches
1790,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,27-095,1994,17.5,0.17,0.00,0.00,1.60,0.74,0.06,2.80,1.37,1.94,0.00,0.06,0.00,7.43,0.80,1.20,40.0,Matches
1791,Joakim Mæhle\Joakim-Maehle,dk DEN,DF,Atalanta,it Serie A,23-349,1997,11.6,0.00,0.00,0.00,0.69,0.95,0.00,2.67,0.86,0.95,0.00,0.00,0.00,7.24,0.52,0.69,42.9,Matches
1792,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21-257,1999,21.0,0.48,0.00,0.00,1.52,1.29,0.00,0.48,2.14,0.95,0.00,0.00,0.00,11.1,2.95,1.38,68.1,Matches
1793,Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,fr Ligue 1,25-102,1996,1.2,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.83,1.67,0.00,0.00,0.00,1.67,1.67,0.00,100.0,Matches
1794,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,fr Ligue 1,22-025,1999,13.8,0.29,0.00,0.00,0.80,0.43,0.00,0.51,1.67,1.81,0.00,0.07,0.00,11.4,1.96,0.80,71.1,Matches
1795,Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,31-106,1990,19.0,0.32,0.00,0.00,1.84,1.16,0.11,0.53,1.47,0.95,0.00,0.05,0.00,7.26,1.63,1.42,53.4,Matches
1796,Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,32-058,1989,19.1,0.16,0.05,0.00,0.73,0.99,0.00,2.15,1.20,1.10,0.00,0.00,0.00,9.48,0.73,1.41,34.1,Matches
1797,Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,Marseille,fr Ligue 1,34-234,1986,17.4,0.11,0.00,0.00,0.69,0.75,0.17,1.26,1.38,0.86,0.00,0.00,0.06,7.87,1.09,0.92,54.3,Matches
1798,Kenny Nagera\Kenny-Nagera,fr FRA,FW,Paris S-G,fr Ligue 1,19-072,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1799,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Cagliari,it Serie A,33-000,1988,17.4,0.29,0.00,0.00,1.03,0.86,0.00,2.76,1.38,1.72,0.00,0.00,0.00,11.0,0.69,0.86,44.4,Matches
1800,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Inter,it Serie A,33-000,1988,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,6.00,0.00,0.00,,Matches
1801,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,27-105,1994,6.3,0.32,0.00,0.00,1.11,1.27,0.00,0.16,1.43,1.27,0.00,0.00,0.00,8.41,1.27,0.95,57.1,Matches
1802,Nahitan Nández\Nahitan-Nandez,uy URU,MFDF,Cagliari,it Serie A,25-127,1995,26.9,0.30,0.04,0.00,1.30,2.16,0.26,2.79,0.89,1.15,0.00,0.00,0.00,7.55,1.52,2.01,43.2,Matches
1803,Nano\Nano,es ESP,FWMF,Cádiz,es La Liga,26-088,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,20.0,0.0,Matches
1804,Paul Nardi\Paul-Nardi,fr FRA,GK,Lorient,fr Ligue 1,26-351,1994,20.0,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,5.30,0.00,0.05,0.0,Matches
1805,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,28-037,1993,13.6,0.15,0.00,0.00,1.18,0.37,0.00,0.00,1.10,0.44,0.00,0.15,0.00,7.06,2.21,1.25,63.8,Matches
1806,Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,es La Liga,19-022,2002,0.4,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,12.5,0.00,0.00,,Matches
1807,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,31-101,1990,24.4,0.25,0.00,0.00,1.23,1.31,0.00,0.98,2.05,1.35,0.04,0.00,0.00,8.07,0.94,1.43,39.7,Matches
1808,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,es La Liga,35-164,1985,28.4,0.14,0.00,0.00,0.35,0.60,0.07,4.33,0.81,0.56,0.00,0.00,0.00,8.42,0.99,0.63,60.9,Matches
1809,Keylor Navas\Keylor-Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34-140,1986,25.0,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.04,0.00,0.00,,Matches
1810,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,es La Liga,32-358,1988,1.9,0.00,0.00,0.00,1.05,0.00,0.00,0.00,1.58,2.63,0.00,0.53,0.00,8.95,0.53,0.00,100.0,Matches
1811,Papa Ndiaga Yade\Papa-Ndiaga-Yade,sn SEN,FWMF,Metz,fr Ligue 1,21-119,2000,9.1,0.44,0.00,0.00,3.08,0.66,0.11,1.76,0.55,1.10,0.00,0.00,0.00,6.37,1.54,2.53,37.8,Matches
1812,Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,eng Premier League,21-286,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
1813,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,24-139,1996,20.5,0.24,0.00,0.00,2.05,0.68,0.00,0.05,2.34,2.73,0.00,0.05,0.00,12.9,2.29,1.41,61.8,Matches
1814,Bridge Ndilu\Bridge-Ndilu,fr FRA,FWMF,Nantes,fr Ligue 1,20-287,2000,0.5,2.00,0.00,0.00,2.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,4.00,33.3,Matches
1815,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,eng Premier League,24-127,1996,22.8,0.13,0.00,0.00,1.18,2.50,0.00,0.35,1.27,1.36,0.00,0.00,0.00,8.99,0.61,0.83,42.4,Matches
1816,Dan Ndoye\Dan-Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,20-191,2000,5.7,0.00,0.00,0.00,2.81,2.46,0.53,2.11,0.35,1.23,0.00,0.18,0.00,4.56,0.88,2.11,29.4,Matches
1817,Paul Nebel\Paul-Nebel,de GER,MF,Mainz 05,de Bundesliga,18-206,2002,0.6,0.00,0.00,0.00,3.33,1.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,,Matches
1818,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,es La Liga,35-257,1985,23.1,0.17,0.04,0.04,0.74,1.47,0.30,0.52,0.09,0.30,0.00,0.04,0.00,3.25,5.45,6.36,46.2,Matches
1819,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,eng Premier League,21-145,1999,0.8,0.00,0.00,0.00,2.50,1.25,0.00,5.00,1.25,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
1820,Ilija Nestorovski\Ilija-Nestorovski,mk MKD,FW,Udinese,it Serie A,31-053,1990,7.8,0.13,0.00,0.00,2.05,2.05,0.64,0.51,0.51,0.38,0.00,0.00,0.00,5.13,2.18,2.56,45.9,Matches
1821,Neto\Neto,br BRA,GK,Barcelona,es La Liga,31-289,1989,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,,Matches
1822,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,eng Premier League,21-056,2000,28.3,0.14,0.00,0.00,0.85,1.48,0.14,4.49,1.02,0.64,0.00,0.00,0.00,5.34,0.71,1.38,33.9,Matches
1823,Luca Netz\Luca-Netz,de GER,DF,Hertha BSC,de Bundesliga,17-354,2003,3.4,0.00,0.00,0.00,0.59,0.59,0.00,2.94,0.59,2.06,0.00,0.00,0.00,8.82,1.47,1.18,55.6,Matches
1824,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,de Bundesliga,35-038,1986,31.0,0.03,0.00,0.00,0.03,0.06,0.00,0.00,0.03,0.00,0.00,0.03,0.00,6.52,0.00,0.00,,Matches
1825,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,24-049,1997,26.3,0.30,0.00,0.00,0.84,1.33,0.04,0.23,1.52,1.14,0.00,0.04,0.00,10.3,0.72,0.76,48.7,Matches
1826,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,es La Liga,24-326,1996,20.0,0.05,0.00,0.00,0.35,1.25,0.05,1.60,1.60,0.35,0.00,0.00,0.00,6.00,0.55,1.90,22.4,Matches
1827,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,eng Premier League,24-052,1997,26.9,0.26,0.00,0.00,1.49,0.63,0.00,0.48,1.56,2.16,0.00,0.00,0.00,11.4,1.00,0.78,56.3,Matches
1828,Neymar\Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,29-088,1992,12.7,0.47,0.16,0.08,1.97,4.72,0.16,2.05,0.39,0.47,0.16,0.00,0.00,6.46,0.31,0.79,28.6,Matches
1829,Yvan Neyou\Yvan-Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,24-121,1997,24.3,0.33,0.00,0.00,1.69,1.60,0.04,0.29,0.66,1.98,0.00,0.00,0.00,9.30,1.03,0.62,62.5,Matches
1830,Jessic Ngankam\Jessic-Ngankam,de GER,FW,Hertha BSC,de Bundesliga,20-288,2000,1.4,0.71,0.00,0.00,3.57,1.43,0.00,0.71,0.00,1.43,0.00,0.00,0.00,2.86,0.71,3.57,16.7,Matches
1831,Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,fr Ligue 1,26-124,1994,23.6,0.21,0.00,0.00,1.23,0.68,0.00,1.53,2.50,1.48,0.00,0.00,0.00,10.9,1.44,1.44,50.0,Matches
1832,Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,20-134,2000,1.6,0.63,0.00,0.00,2.50,0.63,0.00,1.88,1.25,1.25,0.00,0.63,0.00,9.38,0.63,2.50,20.0,Matches
1833,Opa Nguette\Opa-Nguette,sn SEN,FWMF,Metz,fr Ligue 1,26-300,1994,12.6,0.00,0.00,0.00,1.43,1.90,0.48,0.79,0.16,1.03,0.08,0.00,0.00,5.63,2.30,4.13,35.8,Matches
1834,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,25-057,1996,28.8,0.35,0.03,0.03,1.53,0.35,0.03,0.80,1.11,1.08,0.00,0.10,0.00,9.62,2.26,1.74,56.5,Matches
1835,Ibrahima Niane\Ibrahima-Niane,sn SEN,FW,Metz,fr Ligue 1,22-054,1999,6.1,0.00,0.00,0.00,1.64,1.97,0.49,0.16,0.00,0.16,0.16,0.00,0.00,4.75,4.10,3.93,51.0,Matches
1836,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,fr Ligue 1,26-136,1994,4.7,0.00,0.00,0.00,2.77,2.34,0.00,0.21,0.00,0.43,0.00,0.00,0.00,3.40,2.77,4.04,40.6,Matches
1837,Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,es La Liga,19-089,2002,0.2,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,10.0,5.00,20.0,20.0,Matches
1838,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,de Bundesliga,30-192,1990,16.6,0.18,0.06,0.06,1.39,2.17,1.20,0.48,0.24,0.42,0.00,0.06,0.00,4.34,1.45,3.37,30.0,Matches
