,,,,,,,,,Tackles,,,,,Vs Dribbles,,,,Pressures,,,,,,Blocks,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2588,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,28-042,1993,3.0,3.00,2.67,2.00,0.67,0.33,0.33,1.00,33.3,0.67,17.7,5.33,30.2,7.67,6.33,3.67,4.67,0.33,0.00,4.33,1.67,4.67,4.33,0.00,Matches
2589,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,es La Liga,29-307,1991,20.5,3.22,2.10,1.71,1.02,0.49,0.68,1.95,35.0,1.27,19.2,6.24,32.5,6.98,8.20,4.05,1.71,0.10,0.00,1.61,0.73,3.95,1.32,0.00,Matches
2590,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,29-253,1991,0.4,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,17.5,2.50,14.3,15.0,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,Matches
2591,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,25-219,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2592,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18-342,2002,1.3,2.31,0.77,0.77,1.54,0.00,0.77,3.08,25.0,2.31,26.9,8.46,31.4,7.69,15.4,3.85,2.31,0.00,0.00,2.31,0.00,2.31,0.00,0.00,Matches
2593,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,25-220,1995,18.1,0.99,0.88,0.83,0.11,0.06,0.33,1.77,18.8,1.44,10.4,3.37,32.4,6.30,3.54,0.55,2.21,0.61,0.00,1.60,1.66,2.65,6.69,0.00,Matches
2594,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34-358,1986,14.2,2.04,1.06,0.70,1.06,0.28,1.06,2.68,39.5,1.62,17.4,4.79,27.5,5.28,10.6,1.48,1.55,0.07,0.00,1.48,0.99,3.03,2.82,0.00,Matches
2595,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,29-109,1992,25.3,3.04,1.62,1.86,0.87,0.32,1.30,2.49,52.4,1.19,12.3,3.64,29.5,5.57,4.82,1.94,1.38,0.16,0.00,1.23,1.38,4.43,3.32,0.00,Matches
2596,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,20-170,2000,16.5,2.00,1.58,0.85,0.91,0.24,0.61,2.12,28.6,1.52,17.2,4.67,27.2,5.70,9.15,2.30,1.70,0.36,0.00,1.33,0.85,2.85,1.15,0.00,Matches
2597,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,26-022,1995,16.6,1.51,0.90,0.78,0.48,0.24,0.66,1.63,40.7,0.96,10.5,3.01,28.7,3.86,4.52,2.11,1.69,0.18,0.06,1.51,0.78,2.29,1.14,0.00,Matches
2598,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24-318,1996,9.6,0.42,0.31,0.21,0.10,0.10,0.31,0.94,33.3,0.63,6.88,2.29,33.3,1.04,2.29,3.54,1.15,0.00,0.00,1.15,0.73,1.15,0.73,0.00,Matches
2599,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,28-296,1992,15.8,1.01,0.57,0.38,0.51,0.13,0.44,1.27,35.0,0.82,14.4,3.48,24.2,4.94,5.95,3.48,0.57,0.00,0.00,0.57,0.82,1.84,0.32,0.00,Matches
2600,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,32-195,1988,30.0,1.17,0.77,0.93,0.23,0.00,0.40,1.00,40.0,0.60,8.10,3.43,42.4,5.47,2.23,0.40,1.63,0.97,0.03,0.67,1.40,2.57,5.47,0.03,Matches
2601,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,28-064,1993,22.8,1.18,1.05,0.44,0.66,0.09,0.26,1.49,17.6,1.23,15.4,3.99,25.9,3.82,8.60,2.98,1.01,0.18,0.00,0.83,0.53,1.71,0.92,0.13,Matches
2602,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,20-087,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,40.0,30.0,75.0,0.00,10.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2603,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28-180,1992,16.6,3.07,1.99,1.14,1.51,0.42,1.08,3.80,28.6,2.71,19.2,6.33,33.0,5.78,8.55,4.82,1.75,0.24,0.00,1.51,1.27,4.34,0.54,0.00,Matches
2604,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,27-113,1994,9.5,1.26,0.95,0.11,0.74,0.42,0.42,2.00,21.1,1.58,21.1,6.00,28.5,3.58,10.4,7.05,1.79,0.11,0.00,1.68,0.53,1.79,0.63,0.11,Matches
2605,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27-348,1993,16.4,2.01,1.59,0.67,1.10,0.24,0.67,2.32,28.9,1.65,21.0,4.39,20.9,5.85,12.2,2.99,1.89,0.43,0.00,1.46,1.28,3.29,2.44,0.00,Matches
2606,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,28-274,1992,23.6,2.16,1.27,1.40,0.64,0.13,1.10,1.91,57.8,0.81,7.42,3.01,40.6,4.83,2.25,0.34,1.40,0.68,0.00,0.72,1.19,3.35,5.55,0.00,Matches
2607,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,27-009,1994,23.8,1.68,0.97,1.26,0.34,0.08,0.50,1.18,42.9,0.67,8.07,2.61,32.3,4.75,2.65,0.67,1.60,0.59,0.04,1.01,1.34,3.03,5.17,0.13,Matches
2608,Guglielmo Vicario\Guglielmo-Vicario,it ITA,GK,Cagliari,it Serie A,24-209,1996,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2609,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,es La Liga,23-118,1998,0.4,2.50,2.50,2.50,0.00,0.00,2.50,2.50,100.0,0.00,12.5,7.50,60.0,10.0,0.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,Matches
2610,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,26-304,1994,5.7,2.28,1.40,1.58,0.70,0.00,0.53,1.58,33.3,1.05,19.5,4.56,23.4,5.26,10.0,4.21,2.11,0.35,0.00,1.75,1.05,3.33,0.18,0.00,Matches
2611,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,es La Liga,31-256,1989,5.6,2.32,1.96,1.07,1.07,0.18,0.71,1.79,40.0,1.07,12.9,5.00,38.9,4.82,6.61,1.43,2.32,0.18,0.00,2.14,1.43,3.75,2.50,0.00,Matches
2612,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,it Serie A,33-347,1987,12.6,2.54,1.83,1.11,0.95,0.48,0.95,3.02,31.6,2.06,23.0,6.35,27.6,8.89,11.0,3.10,2.30,0.24,0.00,2.06,1.43,3.97,0.87,0.00,Matches
2613,Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,20-320,2000,1.0,2.00,1.00,1.00,1.00,0.00,2.00,4.00,50.0,2.00,12.0,2.00,16.7,5.00,7.00,0.00,5.00,5.00,0.00,0.00,0.00,2.00,5.00,0.00,Matches
2614,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,26-100,1995,23.9,2.43,1.09,1.30,0.96,0.17,0.84,1.42,58.8,0.59,13.1,3.77,28.8,6.15,4.35,2.55,2.68,0.46,0.00,2.22,1.67,4.10,3.93,0.00,Matches
2615,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,it Serie A,22-289,1998,2.5,1.60,0.40,0.40,0.80,0.40,0.00,0.80,0.0,0.80,17.6,4.40,25.0,4.40,10.4,2.80,2.80,2.00,0.00,0.80,0.00,1.60,1.20,0.00,Matches
2616,Luca Vignali\Luca-Vignali,it ITA,DF,Spezia,it Serie A,25-113,1996,15.7,1.15,0.64,0.70,0.38,0.06,0.38,1.53,25.0,1.15,11.8,4.14,34.9,5.73,4.71,1.40,1.91,0.32,0.00,1.59,2.23,3.38,1.78,0.06,Matches
2617,Emanuel Vignato\Emanuel-Vignato,it ITA,FWMF,Bologna,it Serie A,20-253,2000,10.6,1.70,0.94,0.94,0.47,0.28,0.38,1.60,23.5,1.23,18.2,4.62,25.4,4.81,8.58,4.81,0.47,0.09,0.00,0.38,1.04,2.74,0.75,0.00,Matches
2618,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,26-117,1995,8.8,2.73,2.05,0.91,1.25,0.57,1.02,3.75,27.3,2.73,24.3,7.95,32.7,4.89,12.4,7.05,1.14,0.00,0.00,1.14,0.45,3.18,0.23,0.00,Matches
2619,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,23-216,1997,14.7,0.34,0.27,0.00,0.27,0.07,0.07,0.27,25.0,0.20,12.4,3.06,24.6,0.27,5.51,6.67,0.34,0.07,0.00,0.27,0.20,0.54,0.75,0.00,Matches
2620,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,23-042,1998,19.9,2.51,1.56,0.70,1.36,0.45,0.65,2.76,23.6,2.11,19.4,5.68,29.2,5.28,10.8,3.37,1.21,0.15,0.00,1.06,0.95,3.47,1.06,0.00,Matches
2621,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,23-299,1997,15.8,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.13,0.00,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2622,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,22-025,1999,1.9,2.63,1.58,1.58,1.05,0.00,1.05,2.63,40.0,1.58,13.7,2.63,19.2,6.84,4.74,2.11,2.11,0.00,0.00,2.11,0.53,3.16,3.16,0.00,Matches
2623,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,eng Premier League,26-040,1995,3.4,0.29,0.00,0.29,0.00,0.00,0.29,0.29,100.0,0.00,15.0,4.12,27.5,1.18,6.18,7.65,0.59,0.00,0.00,0.59,0.29,0.59,1.47,0.00,Matches
2624,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,it Serie A,31-204,1989,10.6,1.51,0.94,0.09,1.04,0.38,0.28,1.79,15.8,1.51,14.3,3.96,27.6,4.25,7.74,2.36,1.04,0.19,0.00,0.85,1.51,3.02,0.66,0.00,Matches
2625,João Virgínia\Joao-Virginia,pt POR,GK,Everton,eng Premier League,21-206,1999,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2626,Vitinha\Vitinha,pt POR,MFFW,Wolves,eng Premier League,21-080,2000,4.1,1.71,0.98,0.49,0.98,0.24,0.00,1.46,0.0,1.46,22.4,7.32,32.6,5.85,13.2,3.41,0.49,0.00,0.00,0.49,0.49,2.20,0.24,0.00,Matches
2627,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,31-183,1989,3.3,0.91,0.91,0.30,0.00,0.61,0.30,2.12,14.3,1.82,13.9,3.64,26.1,2.42,5.76,5.76,1.82,0.00,0.00,1.82,0.30,1.21,0.30,0.00,Matches
2628,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,21-096,2000,28.5,0.21,0.11,0.11,0.04,0.07,0.11,0.46,23.1,0.35,12.5,2.63,21.1,0.84,5.51,6.14,0.67,0.25,0.00,0.42,0.39,0.60,0.46,0.00,Matches
2629,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,de Bundesliga,23-336,1997,4.1,0.24,0.24,0.00,0.24,0.00,0.00,1.95,0.0,1.95,24.1,4.39,18.2,3.41,13.2,7.56,1.22,0.00,0.00,1.22,0.98,1.22,0.73,0.00,Matches
2630,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,de Bundesliga,29-115,1992,8.4,0.95,0.71,0.36,0.36,0.24,0.00,1.55,0.0,1.55,15.0,4.17,27.8,2.14,7.26,5.60,1.31,0.00,0.00,1.31,0.24,1.19,0.95,0.00,Matches
2631,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,29-223,1991,19.2,1.25,0.78,0.89,0.36,0.00,0.47,0.99,47.4,0.52,8.13,2.97,36.5,4.84,3.02,0.26,1.25,0.57,0.05,0.68,0.52,1.77,4.17,0.05,Matches
2632,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,it Serie A,26-092,1995,12.6,1.98,1.03,1.67,0.32,0.00,0.71,1.51,47.4,0.79,13.6,3.02,22.2,6.90,4.52,2.14,2.30,0.24,0.08,2.06,1.27,3.25,2.54,0.16,Matches
2633,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,21-048,2000,0.7,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.0,1.43,14.3,2.86,20.0,8.57,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,Matches
2634,Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,fr Ligue 1,28-278,1992,27.9,1.40,0.97,0.47,0.57,0.36,0.25,1.18,21.2,0.93,16.2,4.44,27.5,1.51,8.71,5.95,0.82,0.07,0.00,0.75,0.18,1.58,0.22,0.04,Matches
2635,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,29-088,1992,29.4,1.05,0.54,0.71,0.31,0.03,0.27,0.51,53.3,0.24,7.45,2.41,32.4,4.22,2.96,0.27,1.12,0.61,0.00,0.51,1.33,2.38,4.22,0.00,Matches
2636,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,it Serie A,22-201,1998,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,Matches
2637,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,29-114,1992,5.8,3.10,2.24,1.90,1.21,0.00,1.21,2.07,58.3,0.86,11.6,3.28,28.4,6.55,4.14,0.86,1.90,0.00,0.00,1.90,1.03,4.14,3.10,0.00,Matches
2638,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,29-142,1991,9.0,1.44,0.78,0.56,0.78,0.11,0.33,1.67,20.0,1.33,11.9,3.22,27.1,3.44,7.33,1.11,1.44,0.67,0.00,0.78,0.56,2.00,2.44,0.00,Matches
2639,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,it Serie A,24-258,1996,14.2,1.62,0.77,0.85,0.21,0.56,0.49,1.06,46.7,0.56,11.8,3.17,26.9,3.94,4.72,3.10,0.99,0.07,0.00,0.92,0.63,2.25,0.77,0.07,Matches
2640,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,29-003,1992,13.1,0.46,0.31,0.08,0.15,0.23,0.08,0.69,11.1,0.61,18.7,5.42,29.0,0.61,7.02,11.1,1.15,0.08,0.00,1.07,0.31,0.76,0.38,0.00,Matches
2641,Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,fr Ligue 1,26-003,1995,0.4,7.50,2.50,2.50,2.50,2.50,2.50,2.50,100.0,0.00,30.0,12.5,41.7,5.00,15.0,10.0,5.00,0.00,0.00,5.00,0.00,7.50,2.50,0.00,Matches
2642,Walace\Walace,br BRA,MF,Udinese,it Serie A,26-030,1995,19.3,2.95,2.23,1.71,1.04,0.21,1.09,3.63,30.0,2.54,19.0,6.22,32.8,9.84,7.51,1.61,2.28,0.26,0.00,2.02,1.66,4.61,1.35,0.05,Matches
2643,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,eng Premier League,32-049,1989,16.2,1.67,1.11,0.68,0.68,0.31,0.68,2.41,28.2,1.73,19.1,5.80,30.4,5.43,8.21,5.43,1.17,0.06,0.00,1.11,0.43,2.10,0.25,0.00,Matches
2644,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,eng Premier League,32-049,1989,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,50.0,10.0,20.0,30.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2645,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,30-341,1990,19.6,1.79,1.33,0.87,0.71,0.20,0.92,1.63,56.3,0.71,10.9,3.47,31.8,3.88,5.26,1.79,1.38,0.26,0.00,1.12,0.71,2.50,1.63,0.00,Matches
2646,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,24-021,1997,24.7,2.96,1.58,2.02,0.81,0.12,0.89,1.98,44.9,1.09,14.0,4.37,31.1,7.45,5.14,1.46,2.27,0.49,0.00,1.78,1.50,4.45,2.39,0.04,Matches
2647,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,21-029,2000,18.0,1.72,0.78,1.11,0.44,0.17,0.89,1.89,47.1,1.00,11.4,3.78,33.2,6.72,3.89,0.78,1.83,0.94,0.00,0.89,1.22,2.94,4.00,0.00,Matches
2648,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,de Bundesliga,21-210,1999,21.3,2.35,1.41,1.31,0.75,0.28,0.99,2.21,44.7,1.22,14.7,4.23,28.8,4.37,6.06,4.27,1.83,0.09,0.00,1.74,1.08,3.43,0.61,0.05,Matches
2649,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,23-159,1997,31.0,3.00,1.55,1.81,0.97,0.23,0.61,1.19,51.4,0.58,12.6,3.97,31.4,5.74,5.16,1.74,3.45,0.48,0.00,2.97,2.03,5.03,3.29,0.00,Matches
2650,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,31-187,1989,20.1,1.99,1.19,1.44,0.55,0.00,0.80,1.59,50.0,0.80,13.7,3.93,28.6,7.91,3.98,1.84,2.14,0.45,0.00,1.69,2.19,4.18,4.43,0.05,Matches
2651,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,26-184,1994,33.0,2.18,1.52,0.94,1.03,0.21,0.79,1.91,41.3,1.12,15.2,5.03,33.2,5.30,7.79,2.06,1.82,0.12,0.00,1.70,1.12,3.30,2.06,0.00,Matches
2652,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,es La Liga,31-338,1989,31.4,1.62,1.05,0.54,1.02,0.06,0.45,1.62,27.5,1.18,9.94,2.68,26.9,3.79,4.65,1.50,1.82,0.45,0.03,1.37,0.83,2.45,2.20,0.00,Matches
2653,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,eng Premier League,25-125,1995,33.0,1.03,0.64,0.15,0.55,0.33,0.30,0.85,35.7,0.55,16.9,4.64,27.5,1.00,6.64,9.24,0.48,0.06,0.00,0.42,0.27,1.30,0.64,0.00,Matches
2654,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,eng Premier League,19-108,2002,0.4,5.00,2.50,5.00,0.00,0.00,5.00,12.5,40.0,7.50,50.0,17.5,35.0,22.5,20.0,7.50,7.50,0.00,0.00,7.50,0.00,5.00,0.00,0.00,Matches
2655,Timothy Weah\Timothy-Weah,us USA,FWMF,Lille,fr Ligue 1,21-071,2000,9.5,2.00,1.26,0.32,1.26,0.42,0.53,1.58,33.3,1.05,17.6,4.53,25.7,3.89,8.42,5.26,0.63,0.00,0.00,0.63,0.42,2.42,0.74,0.00,Matches
2656,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,eng Premier League,26-120,1995,24.8,1.01,0.65,0.60,0.32,0.08,0.52,1.01,52.0,0.48,7.14,2.94,41.2,3.06,3.19,0.89,1.77,0.81,0.04,0.97,1.45,2.46,4.03,0.00,Matches
2657,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,28-270,1992,29.7,0.40,0.37,0.07,0.20,0.13,0.13,0.44,30.8,0.30,17.7,5.49,31.0,0.84,6.60,10.2,0.67,0.17,0.00,0.51,0.20,0.61,0.71,0.03,Matches
2658,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,27-013,1994,2.5,1.60,0.80,0.40,0.80,0.40,0.80,2.00,40.0,1.20,18.8,7.20,38.3,6.00,9.20,3.60,0.80,0.00,0.00,0.80,0.80,2.40,3.20,0.00,Matches
2659,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,es La Liga,25-079,1996,20.0,0.40,0.30,0.15,0.20,0.05,0.20,0.85,23.5,0.65,16.3,4.20,25.8,1.60,6.50,8.15,1.05,0.20,0.00,0.85,0.20,0.60,0.30,0.00,Matches
2660,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,eng Premier League,30-159,1990,15.0,0.73,0.47,0.20,0.33,0.20,0.27,0.93,28.6,0.67,14.8,3.87,26.1,2.67,5.60,6.53,1.47,0.20,0.00,1.27,0.33,1.07,0.67,0.00,Matches
2661,Wendell\Wendell,br BRA,DF,Leverkusen,de Bundesliga,27-288,1993,13.7,3.28,1.75,1.75,1.02,0.51,0.88,2.77,31.6,1.90,14.9,5.62,37.7,6.35,6.28,2.26,2.41,0.22,0.07,2.19,2.70,5.99,3.07,0.00,Matches
2662,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,de Bundesliga,35-192,1985,13.5,1.11,0.37,0.37,0.59,0.15,0.30,0.89,33.3,0.59,6.74,2.22,33.0,2.52,3.04,1.19,2.30,0.44,0.00,1.85,1.11,2.22,2.74,0.00,Matches
2663,Timo Werner\Timo-Werner,de GER,FW,Chelsea,eng Premier League,25-059,1996,25.9,0.97,0.58,0.31,0.46,0.19,0.35,1.51,23.1,1.16,13.2,3.98,30.1,2.51,5.21,5.48,0.93,0.04,0.00,0.89,0.23,1.20,0.15,0.00,Matches
2664,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,eng Premier League,31-033,1990,33.9,0.68,0.35,0.24,0.35,0.09,0.15,1.03,14.3,0.88,12.5,3.42,27.4,3.78,6.93,1.80,1.24,0.29,0.00,0.94,1.27,1.95,1.24,0.00,Matches
2665,Ben White\Ben-White,eng ENG,DFMF,Brighton,eng Premier League,23-208,1997,31.5,1.59,0.92,0.76,0.70,0.13,0.67,1.84,36.2,1.17,11.4,3.84,33.8,5.11,5.24,1.02,1.81,0.57,0.00,1.24,1.14,2.73,2.10,0.03,Matches
2666,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,eng Premier League,30-174,1990,29.0,0.93,0.72,0.28,0.48,0.17,0.31,1.14,27.3,0.83,12.9,4.69,36.5,3.59,6.62,2.66,1.14,0.10,0.00,1.03,0.59,1.52,0.69,0.03,Matches
2667,William\William,br BRA,FW,Wolfsburg,de Bundesliga,26-031,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2668,William\William,br BRA,DFFW,Schalke 04,de Bundesliga,26-031,1995,5.3,3.58,1.70,2.45,0.94,0.19,1.70,4.53,37.5,2.83,19.2,4.72,24.5,11.9,6.04,1.32,3.02,0.75,0.00,2.26,2.64,6.23,2.45,0.00,Matches
2669,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,eng Premier League,20-243,2000,0.1,10.0,10.0,0.00,10.0,0.00,0.00,0.00,,0.00,40.0,20.0,50.0,0.00,30.0,10.0,0.00,0.00,0.00,0.00,10.0,20.0,0.00,0.00,Matches
2670,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,es La Liga,26-323,1994,25.1,0.60,0.28,0.00,0.28,0.32,0.04,0.52,7.7,0.48,10.6,3.23,30.3,0.48,3.59,6.57,0.52,0.00,0.00,0.52,0.12,0.72,0.64,0.00,Matches
2671,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,eng Premier League,20-021,2001,2.8,2.14,1.79,1.43,0.71,0.00,1.07,2.86,37.5,1.79,15.0,3.93,26.2,6.07,5.71,3.21,2.86,0.36,0.00,2.50,1.79,3.93,1.43,0.00,Matches
2672,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,es La Liga,18-296,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,31.7,3.33,10.5,10.0,8.33,13.3,1.67,1.67,0.00,0.00,1.67,1.67,0.00,0.00,Matches
2673,Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,eng Premier League,20-090,2001,2.4,0.83,0.83,0.00,0.83,0.00,0.00,0.00,,0.00,4.58,1.25,27.3,2.08,1.67,0.83,0.42,0.00,0.00,0.42,0.42,1.25,9.58,0.42,Matches
2674,Willian\Willian,br BRA,FWMF,Arsenal,eng Premier League,32-268,1988,14.6,1.03,0.41,0.55,0.41,0.07,0.41,1.64,25.0,1.23,12.9,3.29,25.5,2.95,5.07,4.86,1.51,0.00,0.00,1.51,0.75,1.78,0.21,0.00,Matches
2675,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,eng Premier League,21-257,1999,2.6,1.54,1.54,0.77,0.38,0.38,0.00,2.69,0.0,2.69,16.2,5.77,35.7,5.38,6.15,4.62,3.46,0.38,0.00,3.08,1.92,3.46,0.00,0.00,Matches
2676,Joe Willock\Joe-Willock,eng ENG,MF,Newcastle Utd,eng Premier League,21-257,1999,7.1,3.10,2.25,2.25,0.56,0.28,1.27,5.21,24.3,3.94,33.5,6.76,20.2,13.8,12.7,7.04,2.68,0.42,0.00,2.25,3.24,6.34,1.83,0.00,Matches
2677,Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,29-066,1992,22.2,0.54,0.41,0.09,0.23,0.23,0.14,0.50,27.3,0.36,14.6,3.92,26.9,1.35,5.95,7.30,0.81,0.14,0.00,0.68,0.14,0.68,0.50,0.05,Matches
2678,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,eng Premier League,25-091,1996,7.5,2.13,1.33,1.33,0.80,0.00,0.93,2.40,38.9,1.47,16.4,5.33,32.5,7.33,7.47,1.60,1.47,0.53,0.00,0.93,1.60,3.73,1.33,0.00,Matches
2679,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,de Bundesliga,18-001,2003,22.0,1.05,0.73,0.45,0.55,0.05,0.32,1.55,20.6,1.23,20.0,6.59,33.0,2.86,10.1,6.95,1.41,0.14,0.00,1.27,0.86,1.91,0.14,0.05,Matches
