,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
91,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,30.0,42.1,71.2,545.7,190.1,12.5,16.0,78.1,12.9,17.0,75.9,3.60,6.96,51.8,0.07,0.07,-0.00,1.08,3.39,1.12,0.21,4.76,Matches
92,Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,48.1,54.6,88.1,897.9,200.0,19.8,21.9,90.4,21.3,23.2,92.0,5.96,7.89,75.6,0.00,0.00,0.00,0.26,3.77,0.18,0.00,3.77,Matches
93,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,16.9,22.8,74.1,243.4,42.0,9.55,12.3,77.8,5.34,7.16,74.6,1.02,1.93,52.9,0.00,0.07,-0.07,0.91,1.02,0.34,0.00,1.59,Matches
94,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,27.9,35.2,79.3,857.9,511.8,3.46,3.54,97.8,13.1,13.2,99.4,11.3,18.5,61.3,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,Matches
95,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,37.5,55.9,67.1,824.4,385.9,11.8,14.2,83.1,17.5,22.1,79.1,7.40,17.5,42.4,0.04,0.09,-0.05,1.03,4.01,1.53,0.92,4.81,Matches
96,Angeliño\Angelino,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,71.3,90.6,78.6,1290.0,364.0,29.8,32.8,90.9,33.2,40.9,81.3,7.45,14.0,53.0,0.00,0.26,-0.26,1.91,7.02,2.98,1.49,8.30,Matches
97,Angeliño\Angelino,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,47.0,62.1,75.6,856.7,327.6,22.1,25.7,86.3,18.3,21.9,83.5,5.98,12.2,49.0,0.16,0.19,-0.02,1.64,4.10,1.89,0.82,5.41,Matches
98,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,35.0,35.0,100.0,605.0,70.0,15.0,15.0,100.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Matches
99,Peter Ankersen\Peter-Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,42.5,51.4,82.5,688.6,253.7,22.5,24.7,90.8,16.9,20.2,84.0,2.46,4.75,51.8,0.08,0.06,0.03,0.68,1.53,1.02,0.51,3.05,Matches
100,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,32,1986,19.6,29.7,42.1,70.5,649.8,251.0,12.6,14.1,89.1,10.3,13.6,75.6,6.48,12.4,52.0,0.20,0.15,0.05,1.63,2.40,2.40,1.79,3.21,Matches
101,Janis Antiste\Janis-Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,50.0,90.0,55.6,960.0,110.0,40.0,40.0,100.0,0.00,20.0,0.0,10.0,30.0,33.3,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
102,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,16.6,25.9,64.1,261.6,66.1,9.34,11.8,78.9,4.90,7.86,62.3,1.58,3.37,47.0,0.15,0.14,0.02,1.07,1.07,0.71,0.41,1.63,Matches
103,Antoñito\Antonito,es ESP,DFMF,Valladolid,es La Liga,31,1987,11.4,28.2,39.6,71.0,498.8,215.5,12.0,14.6,82.0,12.7,16.6,76.7,2.89,7.19,40.2,0.00,0.14,-0.14,0.88,2.19,0.79,0.35,2.72,Matches
104,Mirko Antonucci\Mirko-Antonucci,it ITA,FWMF,Roma,it Serie A,20,1999,0.9,18.9,24.4,77.3,234.4,25.6,14.4,18.9,76.5,4.44,4.44,100.0,0.00,1.11,0.0,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,Matches
105,Vitorino Antunes\Vitorino-Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0.00,10.0,0.0,0.00,0.00,0.00,0.00,,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,Christopher Antwi-Adjei\Christopher-Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,27.4,22.0,30.9,71.3,382.2,124.1,10.6,13.3,79.7,8.65,11.1,77.7,2.23,4.53,49.2,0.07,0.12,-0.04,1.53,1.06,1.09,0.29,2.34,Matches
107,Anuar\Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,2.1,41.0,48.1,85.1,726.2,121.0,17.1,19.0,90.0,19.5,22.9,85.4,3.33,4.76,70.0,0.00,0.00,0.00,0.00,2.86,0.48,0.00,1.90,Matches
108,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,42.0,49.6,84.7,731.4,165.5,21.2,23.8,89.2,15.8,17.8,88.6,4.52,6.18,73.1,0.18,0.14,0.05,1.24,4.98,1.06,0.00,4.93,Matches
109,Adil Aouchiche\Adil-Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,34.3,44.3,77.4,534.3,81.4,20.0,22.9,87.5,11.4,12.9,88.9,2.86,5.71,50.0,0.00,0.00,0.00,0.00,1.43,0.00,0.00,1.43,Matches
110,Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,41.8,54.2,77.2,660.6,308.5,22.8,26.1,87.3,16.3,19.7,82.9,2.19,6.12,35.8,0.00,0.02,-0.02,0.45,2.42,0.22,0.17,3.37,Matches
111,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,19.0,28.5,66.8,411.9,101.0,6.28,8.83,71.1,7.86,10.8,72.8,4.28,7.33,58.4,0.03,0.05,-0.02,0.38,2.73,0.59,0.15,2.49,Matches
112,Guilherme Arana\Guilherme-Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,46.7,60.0,77.8,884.4,303.3,18.9,25.6,73.9,22.2,25.6,87.0,5.56,7.78,71.4,0.00,0.00,0.00,1.11,2.22,3.33,1.11,4.44,Matches
113,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,59.4,69.2,85.9,1087.4,333.2,25.6,28.0,91.5,25.8,28.7,89.9,7.19,10.5,68.7,0.13,0.08,0.05,0.98,6.04,0.38,0.00,7.32,Matches
114,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,9.2,24.2,33.6,72.2,406.2,91.2,11.2,13.9,80.5,9.02,12.6,71.6,2.72,4.13,65.8,0.11,0.20,-0.09,1.30,1.41,1.63,0.43,3.04,Matches
115,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,40.2,46.2,87.0,896.9,257.9,8.54,9.31,91.6,24.5,26.8,91.4,6.79,9.31,72.9,0.06,0.01,0.06,0.06,1.37,0.00,0.00,1.84,Matches
116,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,75.8,80.0,94.7,1476.9,305.0,26.2,26.9,97.1,40.4,42.3,95.5,9.23,10.4,88.9,0.00,0.00,0.00,0.00,3.85,0.00,0.00,1.15,Matches
117,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,39.0,52.4,74.4,979.6,311.6,10.5,12.4,84.5,17.1,19.8,86.4,11.1,18.9,58.5,0.00,0.00,-0.00,0.18,4.53,0.45,0.22,3.72,Matches
118,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,28.5,33.8,84.4,749.5,415.3,5.00,5.00,100.0,15.3,15.3,100.0,8.00,13.3,60.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
119,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,18.7,19.3,96.6,376.7,247.3,4.67,4.67,100.0,10.7,10.7,100.0,2.33,3.00,77.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,41.5,54.4,76.3,707.3,324.1,18.6,21.3,87.5,19.3,23.5,81.9,3.00,7.58,39.6,0.08,0.09,-0.01,0.83,2.33,1.75,0.58,5.75,Matches
121,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,2,2,100.0,26,6,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
122,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,24.4,32.0,76.1,380.9,124.3,13.4,15.8,84.7,8.22,10.4,78.9,1.94,3.30,58.7,0.16,0.06,0.10,0.84,1.73,1.26,0.21,3.14,Matches
123,José Arnaiz\Jose-Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,14.8,20.2,73.0,237.4,54.0,8.07,10.7,75.5,4.32,5.45,79.2,1.82,2.50,72.7,0.11,0.02,0.09,0.57,1.14,0.34,0.11,1.14,Matches
124,José Arnaiz\Jose-Arnaiz,es ESP,MFFW,Leganés,es La Liga,24,1995,3.7,19.7,26.2,75.3,320.3,105.7,10.3,11.9,86.4,6.49,9.19,70.6,1.89,2.97,63.6,0.00,0.14,-0.14,1.89,0.54,1.08,0.81,1.08,Matches
125,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,36.8,49.2,74.8,828.4,274.1,11.8,13.3,88.2,15.2,18.0,84.4,9.04,16.1,56.0,0.26,0.19,0.06,2.17,3.58,0.86,0.22,4.41,Matches
126,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,26.6,32.9,80.8,717.4,372.1,3.30,3.33,99.1,15.3,15.5,98.8,7.97,14.1,56.6,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,Matches
127,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,41.7,52.4,79.6,704.2,211.5,19.4,21.4,90.8,18.0,21.8,82.6,3.24,6.06,53.5,0.14,0.10,0.04,1.55,2.39,0.42,0.28,4.08,Matches
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,37.1,44.0,84.4,679.1,133.0,15.9,18.0,88.1,15.9,18.0,88.1,4.14,5.57,74.4,0.14,0.01,0.13,0.29,1.71,0.14,0.14,2.71,Matches
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,21.8,30.6,71.4,652.6,369.1,3.65,3.68,99.2,9.91,10.0,98.8,8.21,16.8,48.9,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,Matches
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,36.2,44.1,82.2,624.9,121.9,20.8,23.0,90.6,10.3,13.8,74.5,4.32,5.95,72.7,0.27,0.27,0.00,1.89,1.62,1.89,0.54,3.24,Matches
131,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,37.5,43.8,85.7,643.8,147.5,16.3,17.5,92.9,16.3,17.5,92.9,5.00,8.75,57.1,0.00,0.13,-0.13,2.50,3.75,1.25,0.00,5.00,Matches
132,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,27.6,35.4,77.8,438.0,84.2,15.0,17.8,84.2,8.59,10.6,80.8,2.46,3.59,68.5,0.08,0.11,-0.03,1.49,1.96,1.27,0.11,2.65,Matches
133,Roger Assalé\Roger-Assale,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,17.8,21.5,82.7,288.3,74.2,9.49,10.8,87.5,6.78,7.29,93.0,1.36,2.20,61.5,0.17,0.19,-0.02,1.02,1.36,1.02,0.00,3.05,Matches
134,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,20,1999,0.3,33.3,46.7,71.4,563.3,66.7,20.0,23.3,85.7,10.0,13.3,75.0,3.33,6.67,50.0,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,Matches
135,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,8.3,19.6,25.1,78.4,312.2,67.8,10.4,11.3,91.5,6.99,8.43,82.9,1.57,3.61,43.3,0.36,0.11,0.25,1.57,0.24,1.20,0.48,1.57,Matches
136,Youcef Attal\Youcef-Attal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,37.0,45.9,80.7,584.9,176.6,22.1,24.9,88.8,12.0,14.6,82.1,2.79,4.68,59.6,0.09,0.05,0.04,0.81,2.25,0.99,0.27,3.60,Matches
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,17.6,25.5,68.9,269.5,74.3,9.89,12.4,79.4,6.38,9.28,68.7,0.95,2.10,45.2,0.09,0.08,0.00,0.66,0.78,1.35,0.40,2.24,Matches
138,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,18.3,28.8,63.6,603.5,392.6,2.31,2.36,97.6,8.03,8.11,99.0,7.92,18.3,43.4,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,Matches
139,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,50.4,65.5,77.0,862.3,388.4,25.2,28.3,89.1,19.4,24.2,80.3,4.76,10.0,47.6,0.16,0.12,0.04,1.67,3.89,2.14,1.19,6.19,Matches
140,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,11.0,13.3,82.5,163.3,15.7,6.67,8.33,80.0,3.67,4.00,91.7,0.33,0.33,100.0,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,Matches
141,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,37.6,51.8,72.5,655.6,285.3,19.7,22.3,88.3,13.7,17.1,80.1,3.98,9.81,40.6,0.10,0.12,-0.02,1.55,1.46,0.97,0.58,4.56,Matches
142,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,42.1,55.1,76.3,699.1,246.7,21.3,23.8,89.5,16.9,21.8,77.3,3.30,6.83,48.3,0.17,0.09,0.07,1.00,2.10,1.33,0.53,3.70,Matches
143,Mathias Autret\Mathias-Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,28.0,41.3,67.8,539.3,176.1,12.4,14.8,83.6,10.4,13.8,75.5,4.49,10.1,44.2,0.22,0.21,0.01,2.21,2.72,2.13,0.74,3.75,Matches
144,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,10.5,18.2,57.3,195.3,47.1,5.20,7.80,66.7,3.28,5.99,54.7,1.81,3.28,55.2,0.11,0.15,-0.04,1.19,1.24,0.73,0.23,1.69,Matches
145,Javier Avilés\Javier-Aviles,es ESP,MFFW,Leganés,es La Liga,21,1997,2.0,24.0,35.5,67.6,431.0,196.0,12.5,16.5,75.8,6.50,9.00,72.2,3.50,6.00,58.3,0.50,0.45,0.05,2.50,1.00,3.50,3.00,1.50,Matches
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,26.9,34.5,78.0,580.9,235.9,9.05,10.0,90.1,12.2,13.7,88.9,5.05,9.46,53.3,0.00,0.00,-0.00,0.18,2.43,0.36,0.14,2.57,Matches
147,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,13.7,18.9,72.5,223.1,63.9,7.22,8.15,88.6,4.63,6.30,73.5,1.30,2.22,58.3,0.00,0.17,-0.17,1.30,1.48,0.74,0.56,0.93,Matches
148,Florian Ayé\Florian-Aye,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,14.3,20.1,71.1,197.6,36.4,8.63,10.5,82.0,4.12,5.82,70.8,0.85,1.70,50.0,0.00,0.03,-0.03,0.46,0.78,0.46,0.07,1.05,Matches
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,35.0,19.6,23.9,81.9,277.0,54.0,12.0,13.7,87.5,5.17,6.23,83.0,1.37,2.09,65.8,0.06,0.05,0.00,0.74,1.20,0.63,0.00,1.40,Matches
150,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,48.6,58.0,83.8,1131.4,417.6,14.3,15.4,92.9,22.7,24.7,92.0,11.2,16.6,67.3,0.10,0.08,0.02,0.56,4.36,0.43,0.10,4.72,Matches
151,Ramon Azeez\Ramon-Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,20.9,26.1,80.2,372.3,82.1,9.87,11.6,85.1,8.15,9.67,84.2,2.58,3.64,70.9,0.00,0.02,-0.02,0.40,1.72,0.26,0.00,1.26,Matches
152,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,63.1,79.1,79.9,1124.3,431.4,26.6,30.0,88.8,30.2,35.7,84.7,5.26,10.3,51.2,0.17,0.16,0.01,1.20,4.12,1.67,0.78,5.07,Matches
153,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,54.3,67.3,80.8,962.8,431.6,26.6,29.2,91.1,21.3,25.5,83.4,5.87,10.5,55.7,0.00,0.08,-0.08,1.52,4.57,1.41,0.87,5.54,Matches
154,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,32.4,39.8,81.4,617.8,166.4,13.1,15.2,86.2,14.1,16.5,85.7,4.52,6.53,69.2,0.00,0.01,-0.01,0.19,3.03,0.19,0.03,3.03,Matches
155,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,14.2,19.4,73.5,208.7,34.1,8.92,10.6,83.9,3.86,5.19,74.4,0.82,1.52,54.2,0.00,0.04,-0.04,0.76,0.70,0.57,0.00,1.14,Matches
156,Carlos Bacca\Carlos-Bacca,co COL,FWMF,Villarreal,es La Liga,32,1986,7.6,13.3,17.5,75.9,204.6,16.4,8.42,9.74,86.5,3.68,5.13,71.8,1.18,1.71,69.2,0.13,0.07,0.07,0.53,0.66,0.13,0.00,0.66,Matches
157,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,44.7,54.7,81.6,892.7,241.9,17.1,19.9,86.0,19.7,22.7,86.7,7.05,10.2,69.3,0.00,0.06,-0.06,1.14,5.06,0.63,0.00,4.32,Matches
158,Matthias Bader\Matthias-Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,40.0,70.0,57.1,560.0,150.0,20.0,20.0,100.0,20.0,50.0,40.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Bastian Badu\Bastian-Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,60.0,60.0,100.0,950.0,80.0,30.0,30.0,100.0,30.0,30.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
160,Alex Baena\Alex-Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,20.0,20.0,100.0,290.0,0.00,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,14.9,20.2,73.5,222.3,32.0,9.01,10.9,82.7,4.06,5.84,69.5,0.99,1.98,50.0,0.00,0.08,-0.08,0.99,0.69,0.50,0.30,0.59,Matches
162,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,31.7,40.9,77.4,643.6,187.2,12.1,14.2,85.3,13.5,16.7,80.9,5.65,8.75,64.6,0.00,0.02,-0.02,0.37,2.59,0.42,0.00,2.96,Matches
163,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,12.1,26.9,39.8,67.8,505.1,155.2,11.7,15.4,76.3,10.7,14.1,76.0,3.72,7.85,47.4,0.25,0.21,0.03,1.74,1.40,1.98,0.74,3.22,Matches
164,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,37.6,42.4,88.9,744.7,254.7,12.4,14.1,87.5,20.0,21.2,94.4,5.29,6.47,81.8,0.00,0.00,0.00,0.00,1.18,0.00,0.00,2.35,Matches
165,Dénys Bain\Denys-Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,43.3,46.5,93.1,960.3,262.3,9.43,10.2,92.4,25.2,26.5,95.2,8.37,9.22,90.8,0.00,0.00,0.00,0.00,0.43,0.00,0.00,1.06,Matches
166,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,37.3,46.4,80.4,656.0,244.2,18.2,19.3,94.3,16.4,19.1,86.0,2.67,6.67,40.0,0.00,0.16,-0.16,1.33,1.33,1.56,1.11,2.89,Matches
167,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,19.0,19.0,100.0,509.0,312.0,2.00,2.00,100.0,13.0,13.0,100.0,4.00,4.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,43.5,50.3,86.5,774.7,201.8,20.4,22.6,90.3,17.5,19.5,89.5,4.87,6.60,73.8,0.10,0.05,0.06,0.42,3.93,0.63,0.00,4.24,Matches
169,Lewis Baker\Lewis-Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,30.2,37.7,80.0,666.7,138.4,8.20,10.3,79.4,14.3,16.2,87.9,6.72,9.34,71.9,0.00,0.05,-0.05,0.98,3.44,0.49,0.00,2.95,Matches
170,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,91.0,94.0,96.8,1444.0,427.0,50.0,52.0,96.2,31.0,31.0,100.0,8.00,8.00,100.0,0.00,0.00,0.00,0.00,9.00,0.00,0.00,1.00,Matches
171,Ridle Baku\Ridle-Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,26.1,31.8,44.4,71.7,624.6,225.6,13.0,15.6,83.3,13.0,18.2,71.7,5.25,9.04,58.1,0.11,0.12,-0.00,0.96,2.41,1.46,0.65,3.95,Matches
172,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,27.6,37.2,74.1,621.1,220.7,7.71,9.39,82.1,13.7,15.9,86.1,5.95,11.0,54.2,0.00,0.00,0.00,0.00,1.83,0.15,0.00,2.29,Matches
173,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,9.5,21.8,31.1,70.2,318.2,80.7,12.9,15.3,84.8,6.84,10.2,67.0,1.26,3.26,38.7,0.11,0.08,0.02,0.32,1.26,0.63,0.00,2.53,Matches
174,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,30.9,40.8,75.6,474.9,172.1,18.2,20.1,90.3,9.58,12.3,77.9,2.24,5.55,40.3,0.08,0.07,0.01,0.71,1.58,1.18,0.74,2.32,Matches
175,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,30,1989,12.1,29.8,39.7,75.0,524.7,130.5,15.9,18.1,87.7,9.92,12.7,77.9,3.55,7.36,48.3,0.17,0.11,0.06,0.91,1.49,1.40,0.83,2.48,Matches
176,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,29.8,41.0,72.9,519.4,231.3,16.0,18.3,87.8,10.6,15.2,69.8,2.86,6.19,46.2,0.00,0.00,0.00,0.00,1.59,0.63,0.16,2.38,Matches
177,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,1.5,76.0,85.3,89.1,1473.3,382.7,31.3,33.3,94.0,30.7,33.3,92.0,13.3,14.7,90.9,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,Matches
178,Marco Ballarini\Marco-Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,5,5,100.0,106,35,0,0,,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
179,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,fr Ligue 1,22,1997,18.7,36.7,46.0,79.7,638.8,215.7,18.7,20.7,90.4,13.1,15.8,82.8,4.12,7.38,55.8,0.00,0.07,-0.07,0.75,2.57,0.75,0.37,3.16,Matches
180,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,49.3,59.1,83.5,861.1,212.0,21.8,23.8,91.6,22.0,24.9,88.4,4.00,8.44,47.4,0.00,0.00,0.00,0.44,4.22,0.44,0.00,5.11,Matches
181,Mario Balotelli\Mario-Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,15.3,23.6,64.7,298.1,72.6,6.92,9.62,72.0,5.26,7.76,67.8,2.82,4.87,57.9,0.00,0.03,-0.03,0.51,1.54,0.71,0.19,2.31,Matches
182,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,33.4,45.0,74.2,571.3,277.3,15.5,16.9,91.4,14.8,18.5,80.0,2.90,7.58,38.3,0.00,0.05,-0.05,0.48,1.61,0.32,0.32,2.10,Matches
183,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,21.5,31.1,38.7,80.5,516.3,147.3,17.3,19.3,89.4,9.86,11.7,84.1,3.07,5.44,56.4,0.19,0.11,0.07,1.63,2.84,0.98,0.00,3.58,Matches
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,70.9,86.3,82.2,1548.3,466.0,26.4,29.5,89.6,28.6,32.5,88.1,15.1,22.1,68.5,0.25,0.19,0.07,2.15,9.75,1.20,0.25,8.84,Matches
185,Mattia Bani\Mattia-Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,37.1,45.3,81.9,864.6,282.2,8.57,9.84,87.1,19.8,22.0,90.0,8.49,12.7,66.9,0.00,0.00,0.00,0.04,2.41,0.08,0.04,2.57,Matches
