,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
701,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,35-046,1986,23.4,0.04,1.03,0.30,29.2,1.03,0.30,0.04,0.14,17.9,0.00,0.00,0.00,0.08,0.08,0.07,-0.03,-0.03,Matches
702,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20-329,2000,22.5,0.31,1.91,0.76,39.5,1.91,0.76,0.16,0.41,19.3,0.04,0.00,0.00,0.20,0.20,0.10,0.12,0.12,Matches
703,Yehvann Diouf\Yehvann-Diouf,fr FRA,GK,Reims,fr Ligue 1,21-169,1999,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
704,Assane Dioussé\Assane-Diousse,sn SEN,DF,Saint-Étienne,fr Ligue 1,23-226,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
705,Axel Disasi\Axel-Disasi,fr FRA,DF,Monaco,fr Ligue 1,23-054,1998,21.3,0.14,0.80,0.28,35.3,0.80,0.28,0.18,0.50,9.9,0.00,0.00,0.00,0.10,0.10,0.13,0.04,0.04,Matches
706,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,21-025,2000,8.7,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,26.7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
707,Djené\Djene,tg TOG,DF,Getafe,es La Liga,29-124,1991,29.4,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,9.0,0.00,0.00,0.00,0.00,0.00,0.07,-0.00,-0.00,Matches
708,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,eng Premier League,22-323,1998,12.6,0.08,1.03,0.16,15.4,1.03,0.16,0.08,0.50,17.9,0.00,0.00,0.00,0.07,0.07,0.07,0.01,0.01,Matches
709,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Crotone,it Serie A,28-155,1992,12.9,0.08,0.23,0.08,33.3,0.23,0.08,0.33,1.00,9.5,0.00,0.00,0.00,0.02,0.02,0.11,0.05,0.05,Matches
710,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,26-268,1994,25.4,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,16.5,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
711,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,28-074,1993,25.8,0.00,0.62,0.04,6.3,0.62,0.04,0.00,0.00,8.8,0.00,0.00,0.00,0.07,0.07,0.11,-0.07,-0.07,Matches
712,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,29-100,1992,31.7,0.03,0.03,0.00,0.0,0.03,0.00,0.00,,44.0,0.00,0.03,0.06,0.05,0.00,0.07,-0.02,-0.00,Matches
713,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,de Bundesliga,22-322,1998,27.9,0.14,2.29,0.65,28.1,2.29,0.65,0.06,0.22,19.1,0.25,0.00,0.00,0.16,0.15,0.07,-0.01,-0.01,Matches
714,Mihai Dobre\Mihai-Dobre,ro ROU,FWMF,Dijon,fr Ligue 1,22-247,1998,5.2,0.00,1.35,0.00,0.0,1.36,0.00,0.00,,16.4,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,Matches
715,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,eng Premier League,29-108,1992,12.7,0.00,0.08,0.08,100.0,0.08,0.08,0.00,0.00,5.8,0.00,0.00,0.00,0.02,0.02,0.34,-0.02,-0.02,Matches
716,Jeremy Doku\Jeremy-Doku,be BEL,MFFW,Rennes,fr Ligue 1,18-342,2002,23.1,0.09,1.26,0.22,17.2,1.25,0.22,0.07,0.40,17.2,0.00,0.00,0.00,0.14,0.14,0.11,-0.05,-0.05,Matches
717,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,23-210,1997,18.4,0.27,1.63,0.82,50.0,1.63,0.81,0.10,0.20,13.9,0.05,0.11,0.11,0.33,0.25,0.15,-0.06,-0.09,Matches
718,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,28-102,1993,4.8,0.00,1.25,0.00,0.0,1.25,0.00,0.00,,23.5,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
719,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,30-180,1990,28.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
720,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,22-310,1998,13.9,0.07,1.29,0.36,27.8,1.29,0.36,0.06,0.20,18.2,0.00,0.00,0.00,0.11,0.11,0.08,-0.04,-0.04,Matches
721,John Donald\John-Donald,es ESP,DF,Elche,es La Liga,20-247,2000,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
722,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29-341,1991,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
723,Anastasios Donis\Anastasios-Donis,gr GRE,MF,Reims,fr Ligue 1,24-248,1996,1.1,0.00,0.91,0.00,0.0,0.93,0.00,0.00,,29.1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
724,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,22-068,1999,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
725,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,eng Premier League,23-136,1997,18.2,0.11,0.77,0.22,28.6,0.77,0.22,0.14,0.50,11.8,0.00,0.00,0.00,0.05,0.05,0.07,0.05,0.05,Matches
726,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31-338,1989,9.1,0.44,1.54,0.77,50.0,1.54,0.77,0.21,0.43,9.5,0.00,0.11,0.11,0.47,0.38,0.25,-0.03,-0.05,Matches
727,Lucas Douath\Lucas-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17-272,2003,13.6,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,14.1,0.00,0.00,0.00,0.03,0.03,0.10,-0.03,-0.03,Matches
728,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,eng Premier League,28-123,1993,23.7,0.08,0.63,0.21,33.3,0.63,0.21,0.13,0.40,17.2,0.00,0.00,0.00,0.08,0.08,0.13,0.00,0.00,Matches
729,Cheick Doucouré\Cheick-Doucoure,ml MLI,MF,Lens,fr Ligue 1,21-116,2000,26.4,0.08,1.29,0.19,14.7,1.29,0.19,0.06,0.40,23.8,0.00,0.00,0.00,0.05,0.05,0.03,0.03,0.03,Matches
730,Fodé Doucouré\Fode-Doucoure,ml MLI,DF,Reims,fr Ligue 1,20-090,2001,3.6,0.00,0.83,0.56,66.7,0.83,0.55,0.00,0.00,22.3,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,Matches
731,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,28-235,1992,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
732,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,es La Liga,23-020,1998,7.8,0.00,0.38,0.00,0.0,0.38,0.00,0.00,,17.8,0.00,0.00,0.00,0.05,0.05,0.12,-0.05,-0.05,Matches
733,Moussa Doumbia\Moussa-Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,26-262,1994,9.3,0.00,1.72,0.32,18.8,1.72,0.32,0.00,0.00,21.1,0.00,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
734,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,24-222,1996,24.3,0.00,0.29,0.08,28.6,0.29,0.08,0.00,0.00,21.3,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
735,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,30-059,1991,9.6,0.10,0.31,0.21,66.7,0.31,0.21,0.33,0.50,16.1,0.00,0.00,0.00,0.03,0.03,0.10,0.07,0.07,Matches
736,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,23-258,1997,33.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
737,Denis Drăguș\Denis-Dragus,ro ROU,FWMF,Crotone,it Serie A,21-302,1999,1.9,0.00,1.58,0.00,0.0,1.60,0.00,0.00,,26.7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
738,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,Juventus,it Serie A,19-090,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
739,Mouhamadou Drammeh\Mouhamadou-Drammeh,fr FRA,MF,Reims,fr Ligue 1,21-354,1999,1.9,0.00,0.53,0.00,0.0,0.52,0.00,0.00,,29.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
740,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,27-226,1993,10.5,0.38,0.95,0.48,50.0,0.95,0.48,0.40,0.80,15.1,0.00,0.00,0.00,0.17,0.17,0.18,0.21,0.21,Matches
741,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,30-343,1990,12.6,0.16,0.95,0.16,16.7,0.95,0.16,0.17,1.00,12.1,0.00,0.00,0.00,0.22,0.22,0.23,-0.06,-0.06,Matches
742,Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32-045,1989,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
743,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,26-055,1995,23.4,0.04,0.30,0.09,28.6,0.30,0.09,0.14,0.50,8.2,0.00,0.00,0.00,0.06,0.06,0.19,-0.01,-0.01,Matches
744,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,24-291,1996,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
745,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,31-335,1989,20.6,0.05,0.29,0.15,50.0,0.29,0.15,0.17,0.33,7.5,0.00,0.00,0.00,0.05,0.05,0.19,-0.00,-0.00,Matches
746,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,25-198,1995,24.5,0.00,0.41,0.00,0.0,0.41,0.00,0.00,,25.8,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
747,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,26-232,1994,29.5,0.07,0.58,0.07,11.8,0.58,0.07,0.12,1.00,20.0,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.03,Matches
748,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,32-109,1989,9.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
749,Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,de Bundesliga,26-150,1994,25.2,0.28,1.63,0.52,31.7,1.63,0.52,0.10,0.31,21.5,0.08,0.12,0.12,0.19,0.10,0.06,0.09,0.06,Matches
750,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,es La Liga,22-123,1999,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
751,Haris Duljević\Haris-Duljevic,ba BIH,MFFW,Nîmes,fr Ligue 1,27-169,1993,8.6,0.00,1.63,0.58,35.7,1.63,0.58,0.00,0.00,22.3,0.00,0.00,0.00,0.13,0.13,0.08,-0.13,-0.13,Matches
752,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,29-220,1991,9.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
753,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,28-055,1993,1.8,0.00,0.56,0.00,0.0,0.56,0.00,0.00,,25.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
754,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,it Serie A,28-055,1993,9.8,0.00,0.71,0.00,0.0,0.72,0.00,0.00,,24.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
755,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,29-164,1991,31.0,0.13,0.87,0.35,40.7,0.87,0.35,0.15,0.36,11.7,0.06,0.00,0.00,0.08,0.08,0.09,0.05,0.05,Matches
756,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,eng Premier League,23-197,1997,2.0,0.50,1.50,0.50,33.3,1.50,0.50,0.33,1.00,8.4,0.00,0.00,0.00,0.15,0.15,0.09,0.35,0.35,Matches
757,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28-357,1992,15.7,0.06,1.27,0.38,30.0,1.27,0.38,0.05,0.17,19.5,0.00,0.00,0.00,0.10,0.10,0.08,-0.04,-0.04,Matches
758,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,es La Liga,21-175,1999,0.6,0.00,1.67,0.00,0.0,1.64,0.00,0.00,,1.4,0.00,0.00,0.00,0.17,0.17,0.14,-0.17,-0.17,Matches
759,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,23-296,1997,19.5,0.05,0.46,0.05,11.1,0.46,0.05,0.11,1.00,12.8,0.00,0.00,0.00,0.04,0.04,0.07,0.02,0.02,Matches
760,Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,it Serie A,27-170,1993,10.6,0.28,3.77,0.94,25.0,3.79,0.95,0.08,0.30,18.7,0.47,0.00,0.00,0.32,0.32,0.08,-0.04,-0.04,Matches
761,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,35-048,1986,17.9,0.39,3.30,1.23,37.3,3.29,1.23,0.12,0.32,11.8,0.00,0.00,0.06,0.69,0.64,0.19,-0.30,-0.25,Matches
762,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,20-164,2000,21.8,0.05,2.06,0.60,28.9,2.06,0.60,0.02,0.08,17.1,0.00,0.00,0.00,0.17,0.17,0.08,-0.12,-0.12,Matches
763,Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,it Serie A,20-073,2001,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
764,Enzo Ebosse\Enzo-Ebosse,fr FRA,DF,Angers,fr Ligue 1,22-054,1999,2.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
765,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,32-292,1988,35.0,0.06,0.86,0.20,23.3,0.86,0.20,0.07,0.29,9.7,0.00,0.00,0.00,0.05,0.05,0.05,0.01,0.01,Matches
766,Simone Edera\Simone-Edera,it ITA,DFMF,Torino,it Serie A,24-115,1997,0.6,0.00,5.00,1.67,33.3,5.19,1.73,0.00,0.00,27.5,3.33,0.00,0.00,0.33,0.33,0.06,-0.33,-0.33,Matches
767,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,27-260,1993,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
768,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,eng Premier League,23-076,1998,1.3,0.00,1.54,0.77,50.0,1.53,0.76,0.00,0.00,15.1,0.00,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches
769,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,28-196,1992,25.2,0.00,0.36,0.08,22.2,0.36,0.08,0.00,0.00,10.5,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
770,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22-361,1998,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
771,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,24-147,1996,29.7,0.07,0.74,0.17,22.7,0.74,0.17,0.09,0.40,23.3,0.00,0.00,0.00,0.04,0.04,0.05,0.03,0.03,Matches
772,Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,de Bundesliga,18-257,2002,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
773,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,25-344,1995,11.7,0.00,0.68,0.09,12.5,0.68,0.09,0.00,0.00,21.2,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
774,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,31-280,1989,22.2,0.09,0.59,0.14,23.1,0.58,0.13,0.15,0.67,17.9,0.00,0.00,0.00,0.04,0.04,0.06,0.05,0.05,Matches
775,Hugo Ekitike\Hugo-Ekitike,fr FRA,MFFW,Reims,fr Ligue 1,18-318,2002,1.0,0.00,3.00,1.00,33.3,3.07,1.02,0.00,0.00,14.0,0.00,0.00,0.00,0.20,0.20,0.06,-0.20,-0.20,Matches
776,Niclas Eliasson\Niclas-Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,25-148,1995,17.3,0.23,1.27,0.58,45.5,1.27,0.58,0.18,0.40,16.5,0.35,0.00,0.00,0.21,0.21,0.16,0.02,0.02,Matches
777,Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,it Serie A,21-222,1999,7.9,0.25,1.65,0.76,46.2,1.65,0.76,0.15,0.33,16.5,0.00,0.00,0.00,0.23,0.23,0.14,0.03,0.03,Matches
778,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,33-237,1987,7.8,0.00,0.90,0.13,14.3,0.90,0.13,0.00,0.00,11.5,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
779,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,28-297,1992,14.2,0.07,0.56,0.07,12.5,0.57,0.07,0.13,1.00,18.6,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.04,Matches
780,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,27-037,1994,17.2,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,12.6,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
781,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24-216,1996,25.2,0.12,0.44,0.20,45.5,0.44,0.20,0.27,0.60,9.1,0.00,0.00,0.00,0.07,0.07,0.17,0.05,0.05,Matches
782,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,27-182,1993,5.2,0.19,0.58,0.38,66.7,0.58,0.38,0.33,0.50,7.9,0.00,0.00,0.00,0.04,0.04,0.07,0.15,0.15,Matches
783,Sepe Elye Wahi\Sepe-Elye-Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18-122,2003,5.7,0.53,2.11,1.23,58.3,2.11,1.23,0.25,0.43,8.7,0.00,0.00,0.00,0.35,0.35,0.17,0.18,0.18,Matches
784,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,24-079,1997,14.7,0.34,2.72,1.22,45.0,2.71,1.22,0.13,0.28,12.8,0.00,0.00,0.00,0.47,0.47,0.18,-0.13,-0.13,Matches
785,Emerson\Emerson,br BRA,DF,Betis,es La Liga,22-110,1999,29.2,0.03,0.38,0.07,18.2,0.38,0.07,0.09,0.50,17.0,0.00,0.00,0.00,0.04,0.04,0.11,-0.01,-0.01,Matches
786,Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,it Serie A,19-225,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
787,Renaud Emond\Renaud-Emond,be BEL,FW,Nantes,fr Ligue 1,29-150,1991,3.7,0.54,1.89,1.35,71.4,1.87,1.34,0.29,0.40,9.4,0.00,0.00,0.00,0.35,0.35,0.19,0.19,0.19,Matches
788,Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,it Serie A,27-055,1994,2.4,0.00,0.42,0.00,0.0,0.41,0.00,0.00,,7.1,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
789,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23-337,1997,22.9,0.74,3.01,1.14,37.7,3.01,1.13,0.25,0.65,11.6,0.00,0.00,0.00,0.59,0.59,0.20,0.16,0.16,Matches
790,Keita Endo\Keita-Endo,jp JPN,FWMF,Union Berlin,de Bundesliga,23-163,1997,4.3,0.23,2.09,0.93,44.4,2.11,0.94,0.11,0.25,17.0,0.00,0.00,0.00,0.28,0.28,0.13,-0.05,-0.05,Matches
791,Wataru Endo\Wataru-Endo,jp JPN,MF,Stuttgart,de Bundesliga,28-084,1993,30.8,0.06,0.84,0.42,50.0,0.84,0.42,0.08,0.15,18.4,0.00,0.00,0.00,0.07,0.07,0.09,-0.01,-0.01,Matches
792,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,31-067,1990,12.2,0.16,2.54,0.66,25.8,2.55,0.66,0.06,0.25,10.1,0.00,0.00,0.08,0.37,0.31,0.12,-0.20,-0.15,Matches
793,Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,it Serie A,29-079,1992,13.4,0.15,1.94,0.60,30.8,1.94,0.60,0.08,0.25,21.6,0.30,0.00,0.00,0.11,0.11,0.06,0.04,0.04,Matches
794,Martin Erlic\Martin-Erlic,hr CRO,DF,Spezia,it Serie A,23-100,1998,18.8,0.11,0.43,0.11,25.0,0.43,0.11,0.25,1.00,11.5,0.00,0.00,0.00,0.06,0.06,0.15,0.04,0.04,Matches
795,Patrick Erras\Patrick-Erras,de GER,FWMF,Werder Bremen,de Bundesliga,26-103,1995,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
796,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Lazio,it Serie A,28-038,1993,7.4,0.00,0.68,0.27,40.0,0.68,0.27,0.00,0.00,22.3,0.00,0.00,0.00,0.07,0.07,0.11,-0.07,-0.07,Matches
797,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,es La Liga,25-219,1995,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
798,Dani Escriche\Dani-Escriche,es ESP,FWMF,Huesca,es La Liga,23-041,1998,8.6,0.12,1.16,0.12,10.0,1.16,0.12,0.10,1.00,13.4,0.00,0.00,0.00,0.16,0.16,0.14,-0.05,-0.05,Matches
799,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,31-244,1989,4.8,0.21,1.04,0.21,20.0,1.04,0.21,0.20,1.00,18.7,0.21,0.00,0.00,0.04,0.04,0.04,0.17,0.17,Matches
800,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,es La Liga,29-119,1992,27.2,0.00,0.33,0.15,44.4,0.33,0.15,0.00,0.00,23.5,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
801,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,Valencia,es La Liga,22-122,1999,2.6,0.00,0.38,0.00,0.0,0.39,0.00,0.00,,28.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
802,Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Spezia,it Serie A,25-171,1995,17.4,0.00,1.15,0.34,30.0,1.15,0.34,0.00,0.00,19.0,0.06,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
803,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,es La Liga,23-103,1998,12.5,0.00,0.80,0.32,40.0,0.80,0.32,0.00,0.00,17.9,0.16,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
804,Yoann Etienne\Yoann-Etienne,fr FRA,DF,Lorient,fr Ligue 1,23-350,1997,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
805,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,es La Liga,33-185,1987,9.8,0.00,0.41,0.00,0.0,0.41,0.00,0.00,,8.5,0.00,0.00,0.00,0.05,0.05,0.13,-0.05,-0.05,Matches
806,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,33-121,1988,27.5,0.07,0.29,0.11,37.5,0.29,0.11,0.25,0.67,7.6,0.00,0.00,0.00,0.06,0.06,0.21,0.01,0.01,Matches
807,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,24-276,1996,24.8,0.00,1.45,0.32,22.2,1.45,0.32,0.00,0.00,23.2,0.00,0.00,0.08,0.12,0.06,0.04,-0.12,-0.06,Matches
808,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Fiorentina,it Serie A,29-040,1992,7.3,0.27,1.51,0.68,45.5,1.50,0.68,0.18,0.40,15.4,0.00,0.00,0.00,0.27,0.27,0.19,0.00,0.00,Matches
809,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,eng Premier League,22-309,1998,25.4,0.12,1.06,0.43,40.7,1.06,0.43,0.11,0.27,21.3,0.12,0.00,0.00,0.06,0.06,0.06,0.06,0.06,Matches
810,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,36-016,1985,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
811,Fabinho\Fabinho,br BRA,DFMF,Liverpool,eng Premier League,27-193,1993,23.5,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,20.9,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
812,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,30-299,1990,16.7,0.00,0.42,0.06,14.3,0.42,0.06,0.00,0.00,21.2,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
813,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,34-000,1987,9.6,0.21,0.83,0.21,25.0,0.83,0.21,0.00,0.00,18.5,0.10,0.21,0.21,0.32,0.16,0.19,-0.11,-0.16,Matches
