 
,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2018,Matt Phillips\Matt-Phillips,sco SCO,MFFW,West Brom,eng Premier League,30-052,1991,16.3,20.3,29.2,69.5,353.7,122.0,10.2,12.4,82.2,6.99,9.75,71.7,2.39,5.09,47.0,0.06,0.15,-0.09,1.47,1.17,1.04,0.74,2.09,Matches
2019,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,eng Premier League,24-044,1997,11.2,61.3,70.3,87.2,1344.3,404.0,15.4,16.9,91.5,34.8,37.1,94.0,10.6,15.6,68.0,0.00,0.03,-0.03,0.45,5.63,0.18,0.00,4.46,Matches
2020,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Hertha BSC,de Bundesliga,25-307,1995,16.0,15.6,22.4,69.4,252.1,34.5,8.81,11.9,73.8,4.81,7.38,65.3,1.56,1.94,80.6,0.06,0.07,-0.01,0.50,0.44,0.31,0.13,0.88,Matches
2021,Pablo Piatti\Pablo-Piatti,ar ARG,FWMF,Elche,es La Liga,32-034,1989,2.0,17.5,26.5,66.0,298.0,66.5,9.50,12.0,79.2,6.00,8.00,75.0,1.50,4.00,37.5,0.00,0.05,-0.05,0.50,1.50,1.00,0.50,2.00,Matches
2022,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Atalanta,it Serie A,28-220,1992,0.7,20.0,25.7,77.8,315.7,145.7,8.57,10.0,85.7,8.57,10.0,85.7,1.43,4.29,33.3,0.00,0.00,0.00,0.00,1.43,0.00,0.00,1.43,Matches
2023,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,es La Liga,28-220,1992,0.3,23.3,30.0,77.8,553.3,206.7,6.67,6.67,100.0,10.0,10.0,100.0,6.67,13.3,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2024,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Spezia,it Serie A,20-097,2001,6.8,12.9,19.3,67.2,152.1,11.6,9.12,12.1,75.6,2.65,4.41,60.0,0.15,0.44,33.3,0.00,0.01,-0.01,0.29,0.15,0.29,0.00,0.29,Matches
2025,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,27-058,1994,25.5,25.5,38.7,65.8,865.2,597.9,5.76,5.84,98.7,8.31,8.43,98.6,11.1,24.1,46.3,0.00,0.00,0.00,0.04,1.02,0.04,0.00,0.00,Matches
2026,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,fr Ligue 1,32-070,1989,3.4,64.1,80.3,79.9,1195.6,479.1,28.5,31.8,89.8,25.3,31.2,81.1,9.12,14.7,62.0,0.00,0.09,-0.09,1.18,6.18,2.06,1.47,10.0,Matches
2027,Amos Pieper\Amos-Pieper,de GER,DF,Arminia,de Bundesliga,23-107,1998,26.8,43.4,51.9,83.7,1083.4,283.3,7.72,9.07,85.2,23.1,25.0,92.3,12.2,17.1,71.8,0.04,0.02,0.02,0.26,2.05,0.60,0.00,2.72,Matches
2028,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22-325,1998,24.6,47.0,56.1,83.6,841.5,350.6,19.9,21.9,90.9,21.3,24.6,86.9,4.76,7.36,64.6,0.00,0.04,-0.04,0.61,3.78,1.06,0.28,4.76,Matches
2029,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,eng Premier League,32-270,1988,14.1,30.8,41.1,74.8,550.6,209.9,13.3,15.0,88.2,13.1,15.7,83.3,3.40,8.30,41.0,0.07,0.04,0.04,0.43,2.34,0.28,0.07,2.20,Matches
2030,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,33-202,1987,24.7,27.2,32.8,82.9,481.0,138.3,12.1,14.3,85.0,11.8,13.4,88.0,2.71,3.77,72.0,0.04,0.02,0.02,0.20,2.79,0.24,0.04,2.96,Matches
2031,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Inter,it Serie A,21-350,1999,0.6,33.3,41.7,80.0,378.3,30.0,23.3,28.3,82.4,8.33,8.33,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.67,Matches
2032,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,es La Liga,18-196,2002,5.9,31.4,39.8,78.7,481.7,112.0,18.5,21.4,86.5,9.32,12.2,76.4,2.54,3.56,71.4,0.17,0.12,0.05,1.02,1.36,1.53,0.17,3.22,Matches
2033,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,34-091,1987,13.8,72.3,77.0,94.0,1492.7,371.0,21.1,22.3,94.5,40.6,42.0,96.6,9.78,11.2,87.1,0.00,0.01,-0.01,0.07,4.64,0.07,0.00,2.25,Matches
2034,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,35-096,1986,2.5,30.4,36.8,82.6,550.4,208.0,10.4,12.4,83.9,18.0,20.8,86.5,2.00,3.20,62.5,0.00,0.00,0.00,0.00,1.20,0.00,0.00,1.60,Matches
2035,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,35-335,1985,3.2,50.9,63.8,79.9,946.3,336.9,21.3,24.4,87.2,22.8,27.2,83.9,5.94,9.06,65.5,0.00,0.09,-0.09,0.94,3.75,1.25,0.63,2.81,Matches
2036,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Genoa,it Serie A,25-363,1995,14.0,25.9,31.3,82.9,386.3,64.9,14.9,17.2,86.3,8.14,9.64,84.4,1.57,2.14,73.3,0.07,0.14,-0.07,1.14,1.36,1.00,0.14,2.07,Matches
2037,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,es La Liga,31-032,1990,6.7,99.9,109.7,91.0,1638.8,414.8,48.2,50.6,95.3,43.1,46.0,93.8,6.42,9.10,70.5,0.00,0.12,-0.12,1.49,8.06,2.39,0.00,8.36,Matches
2038,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,es La Liga,30-082,1991,24.1,21.8,29.8,73.3,352.2,103.8,11.4,14.4,79.5,8.01,10.1,79.4,1.66,3.53,47.1,0.21,0.05,0.15,0.75,2.49,0.66,0.25,2.49,Matches
2039,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,29-098,1992,9.4,44.1,58.9,74.9,858.2,336.9,16.7,18.3,91.3,21.0,25.0,83.8,5.96,12.9,46.3,0.00,0.05,-0.05,0.64,2.87,0.96,0.64,4.04,Matches
2040,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'Gladbach,de Bundesliga,28-055,1993,18.7,25.0,34.2,73.1,428.8,103.4,12.7,16.1,79.1,8.24,10.9,75.9,3.16,4.55,69.4,0.05,0.19,-0.14,1.34,2.35,1.76,0.37,3.32,Matches
2041,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,es La Liga,22-155,1998,0.5,6.00,6.00,100.0,86.0,0.00,4.00,4.00,100.0,2.00,2.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2042,Tommaso Pobega\Tommaso-Pobega,it ITA,MF,Spezia,it Serie A,21-293,1999,11.6,26.1,33.6,77.7,465.4,84.9,11.1,13.0,85.4,11.6,14.2,81.2,2.67,4.48,59.6,0.00,0.04,-0.04,0.52,2.41,0.52,0.00,1.90,Matches
2043,Daniel Podence\Daniel-Podence,pt POR,MFFW,Wolves,eng Premier League,25-195,1995,17.7,25.9,34.5,75.0,475.7,127.6,12.9,15.3,84.5,8.93,11.9,74.9,3.56,5.25,67.7,0.11,0.11,0.01,1.19,2.54,1.07,0.17,3.56,Matches
2044,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,28-050,1993,18.1,54.8,66.0,83.1,1046.3,244.2,25.0,28.1,89.2,19.9,22.3,89.3,8.56,12.7,67.4,0.17,0.08,0.08,1.05,5.69,1.44,0.06,5.41,Matches
2045,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,26-233,1994,8.1,14.7,20.9,70.4,235.9,57.5,8.27,10.5,78.8,4.69,7.16,65.5,1.36,2.10,64.7,0.00,0.14,-0.14,0.62,1.73,0.12,0.00,2.22,Matches
2046,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,26-233,1994,0.1,20.0,20.0,100.0,370.0,0.00,0.00,0.00,,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2047,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,31-217,1989,4.1,44.4,50.0,88.8,750.2,201.5,21.7,24.1,89.9,20.0,21.0,95.3,2.20,3.41,64.3,0.00,0.10,-0.10,1.46,5.12,0.49,0.24,3.41,Matches
2048,Matteo Politano\Matteo-Politano,it ITA,FW,Napoli,it Serie A,27-274,1993,19.1,30.9,40.9,75.6,522.6,133.7,16.6,19.5,85.2,10.5,13.0,80.3,3.30,6.39,51.6,0.21,0.16,0.05,1.78,1.41,1.36,0.21,3.19,Matches
2049,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,es La Liga,27-071,1994,5.5,23.8,31.1,76.6,462.7,118.5,10.9,12.2,89.6,8.91,10.9,81.7,3.82,7.64,50.0,0.00,0.07,-0.07,1.27,2.18,1.09,0.00,3.09,Matches
2050,Marin Pongračić\Marin-Pongracic,hr CRO,DF,Wolfsburg,de Bundesliga,23-235,1997,6.4,43.0,50.3,85.4,1028.9,302.8,6.72,7.81,86.0,25.9,28.9,89.7,10.2,13.0,78.3,0.00,0.00,0.00,0.00,2.66,0.00,0.00,2.81,Matches
2051,Pere Pons\Pere-Pons,es ESP,MF,Alavés,es La Liga,28-073,1993,10.0,23.7,30.6,77.5,374.6,91.9,13.1,15.1,86.8,7.80,9.80,79.6,2.10,3.90,53.8,0.00,0.09,-0.09,0.70,1.70,0.50,0.20,2.00,Matches
2052,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,29-015,1992,31.0,15.6,30.5,51.1,717.9,576.5,0.84,0.90,92.9,3.65,3.87,94.2,11.1,25.7,43.1,0.00,0.01,-0.01,0.10,1.06,0.03,0.00,0.03,Matches
2053,Manolo Portanova\Manolo-Portanova,it ITA,MFFW,Genoa,it Serie A,20-336,2000,0.4,17.5,25.0,70.0,250.0,17.5,15.0,20.0,75.0,2.50,2.50,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2054,Manolo Portanova\Manolo-Portanova,it ITA,FWMF,Juventus,it Serie A,20-336,2000,0.8,26.3,28.8,91.3,357.5,56.3,15.0,15.0,100.0,10.0,12.5,80.0,1.25,1.25,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2055,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,30-325,1990,4.6,44.3,59.6,74.5,709.8,245.0,24.3,27.8,87.5,15.4,19.8,78.0,3.70,6.96,53.1,0.22,0.11,0.11,1.09,5.87,1.52,0.43,6.09,Matches
2056,Portu\Portu,es ESP,FWMF,Real Sociedad,es La Liga,28-348,1992,21.8,15.0,22.6,66.1,212.3,51.9,8.94,11.7,76.2,4.77,6.83,69.8,0.55,2.02,27.3,0.14,0.22,-0.09,1.24,0.32,0.73,0.14,1.28,Matches
2057,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,23-355,1997,20.5,46.2,59.3,78.0,964.8,355.9,14.9,17.2,86.9,24.0,26.7,90.1,6.93,13.2,52.4,0.00,0.03,-0.03,0.54,4.59,0.68,0.29,4.78,Matches
2058,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,32-181,1988,17.4,39.3,45.9,85.5,892.2,353.0,9.89,10.3,95.6,20.2,21.7,93.1,8.97,13.3,67.2,0.00,0.00,0.00,0.06,3.28,0.11,0.00,2.93,Matches
2059,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26-323,1994,13.6,22.1,31.0,71.5,293.4,67.9,14.2,18.2,78.1,5.15,8.09,63.6,1.18,1.69,69.6,0.29,0.20,0.10,0.96,1.25,0.96,0.07,2.21,Matches
2060,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,28-261,1992,3.6,41.1,54.4,75.5,663.3,231.1,22.5,26.1,86.2,15.6,19.7,78.9,2.50,5.28,47.4,0.00,0.00,0.00,0.00,1.67,0.56,0.56,1.67,Matches
2061,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,es La Liga,24-052,1997,0.1,20.0,50.0,40.0,310.0,30.0,10.0,10.0,100.0,10.0,30.0,33.3,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2062,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,es La Liga,22-071,1999,23.9,33.2,46.1,72.0,629.2,263.6,15.1,17.3,87.2,12.8,15.9,80.3,4.77,10.9,43.7,0.00,0.03,-0.03,0.38,3.64,0.88,0.33,3.47,Matches
2063,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,eng Premier League,26-355,1994,8.0,31.0,39.1,79.2,484.4,106.3,16.9,18.8,90.0,11.5,14.9,77.3,1.75,3.75,46.7,0.13,0.10,0.03,0.88,1.25,0.88,0.25,2.50,Matches
2064,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,27-165,1993,3.8,49.7,59.7,83.3,1085.0,248.7,17.1,18.7,91.5,21.1,23.4,89.9,10.3,14.7,69.6,0.00,0.05,-0.05,1.05,4.47,1.58,0.53,4.74,Matches
2065,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,30-116,1991,16.2,26.9,37.3,72.2,487.3,133.0,13.4,16.2,82.8,8.89,12.3,72.4,3.70,6.42,57.7,0.12,0.17,-0.05,1.60,2.72,0.86,0.25,2.96,Matches
2066,Manuel Prietl\Manuel-Prietl,at AUT,MF,Arminia,de Bundesliga,29-274,1991,25.0,28.8,36.2,79.8,586.8,123.5,10.2,12.6,80.7,12.9,15.1,85.4,5.36,7.28,73.6,0.04,0.05,-0.01,0.28,2.16,0.24,0.04,1.96,Matches
2067,Grischa Prömel\Grischa-Promel,de GER,MF,Union Berlin,de Bundesliga,26-115,1995,20.2,28.6,36.8,77.7,526.4,102.9,11.4,14.2,80.8,12.9,15.5,83.4,3.32,4.80,69.1,0.05,0.04,0.01,0.40,1.88,0.15,0.05,2.38,Matches
2068,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,29-244,1991,2.4,30.4,40.0,76.0,590.0,180.0,10.4,13.8,75.8,16.3,20.0,81.3,3.33,4.58,72.7,0.00,0.00,0.00,0.00,2.92,2.08,0.42,5.42,Matches
2069,Ivan Provedel\Ivan-Provedel,it ITA,GK,Spezia,it Serie A,27-048,1994,27.0,36.1,48.7,74.0,1169.6,623.3,3.74,3.81,98.1,13.8,14.0,98.4,18.4,30.8,59.8,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,Matches
2070,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,es La Liga,29-072,1992,20.9,18.3,27.7,66.0,283.3,74.7,10.3,13.2,78.5,6.08,8.95,67.9,1.34,3.35,40.0,0.24,0.09,0.15,0.72,1.34,0.81,0.14,2.25,Matches
2071,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,21-264,1999,2.3,107.4,118.3,90.8,1805.2,357.0,58.7,63.5,92.5,33.9,36.5,92.9,12.6,15.7,80.6,0.00,0.04,-0.04,0.87,9.57,1.74,0.00,8.26,Matches
2072,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Fiorentina,it Serie A,27-109,1994,18.7,43.5,53.7,80.9,854.4,234.7,17.0,19.1,89.1,18.9,21.0,90.3,6.74,11.5,58.6,0.11,0.09,0.02,0.80,3.80,0.37,0.21,3.48,Matches
2073,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,30-026,1991,29.1,43.7,51.6,84.7,984.4,286.4,10.3,11.5,90.1,24.4,26.6,91.7,8.63,12.6,68.6,0.00,0.02,-0.02,0.17,2.65,0.24,0.00,2.20,Matches
2074,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,eng Premier League,22-228,1998,15.3,27.3,34.6,78.9,427.8,96.0,15.8,18.8,84.3,9.41,11.8,79.6,1.57,2.48,63.2,0.07,0.15,-0.08,1.44,1.57,1.90,0.07,3.27,Matches
2075,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FW,Udinese,it Serie A,25-134,1995,8.4,15.2,23.0,66.3,235.6,61.3,7.86,10.5,75.0,5.12,8.45,60.6,1.31,2.26,57.9,0.12,0.10,0.02,0.71,0.60,0.60,0.12,1.43,Matches
2076,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,38-093,1983,22.2,14.8,21.8,67.9,241.0,46.8,7.39,9.59,77.0,4.68,6.53,71.7,1.62,2.84,57.1,0.05,0.06,-0.01,0.68,1.08,0.41,0.05,1.08,Matches
2077,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,27-207,1993,14.5,13.8,20.9,66.0,219.4,58.3,7.79,10.3,75.8,3.79,5.79,65.5,1.59,2.83,56.1,0.07,0.15,-0.08,0.76,1.45,0.41,0.00,1.52,Matches
2078,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,es La Liga,21-167,1999,3.4,19.7,25.6,77.0,337.9,52.4,10.6,12.6,83.7,5.88,8.24,71.4,2.65,2.65,100.0,0.00,0.03,-0.03,1.47,1.47,0.59,0.00,2.06,Matches
2079,Quini\Quini,es ESP,DF,Granada,es La Liga,31-222,1989,10.2,27.3,39.5,69.0,467.8,196.4,13.2,16.1,82.3,11.6,15.5,74.7,1.96,5.78,33.9,0.00,0.03,-0.03,0.39,1.86,0.69,0.39,1.96,Matches
2080,Quique\Quique,es ESP,FWMF,Eibar,es La Liga,30-353,1990,1.7,18.8,27.1,69.6,292.9,38.2,12.4,16.5,75.0,4.71,7.06,66.7,1.76,2.35,75.0,0.00,0.00,0.00,0.00,1.18,0.59,0.00,1.18,Matches
2081,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,25-187,1995,1.0,37.0,48.0,77.1,723.0,121.0,14.0,17.0,82.4,11.0,15.0,73.3,9.00,13.0,69.2,0.00,0.00,0.00,1.00,3.00,1.00,0.00,4.00,Matches
2082,Simone Rabbi\Simone-Rabbi,it ITA,FW,Bologna,it Serie A,19-186,2001,0.4,17.5,25.0,70.0,285.0,152.5,7.50,7.50,100.0,10.0,12.5,80.0,0.00,0.00,,2.50,0.00,2.50,0.00,0.00,2.50,0.00,5.00,Matches
2083,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Juventus,it Serie A,26-031,1995,21.7,53.2,59.2,89.9,933.2,216.0,23.7,26.2,90.3,23.7,25.5,92.8,4.93,5.48,89.9,0.05,0.04,0.01,0.41,4.56,0.92,0.14,3.82,Matches
2084,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,es La Liga,23-048,1998,21.8,36.3,45.1,80.5,768.7,163.4,12.7,15.9,79.8,16.1,18.8,85.8,7.02,9.04,77.7,0.05,0.02,0.03,0.37,4.36,0.37,0.05,3.67,Matches
2085,Anthony Racioppi\Anthony-Racioppi,ch SUI,GK,Dijon,fr Ligue 1,22-124,1998,21.0,20.5,31.2,65.7,615.5,423.4,4.24,4.29,98.9,8.90,9.05,98.4,7.33,17.8,41.2,0.00,0.00,-0.00,0.05,0.19,0.00,0.00,0.00,Matches
2086,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,es La Liga,28-087,1993,12.5,48.2,54.6,88.3,923.4,199.3,19.6,21.8,89.7,21.0,22.9,92.0,6.80,8.72,78.0,0.16,0.02,0.14,0.24,3.44,0.64,0.16,4.16,Matches
2087,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,25-078,1996,4.4,19.8,32.5,60.8,247.5,87.3,14.8,21.1,69.9,4.09,6.36,64.3,0.45,2.27,20.0,0.23,0.09,0.14,1.14,0.91,0.91,0.23,2.95,Matches
2088,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FWDF,Hertha BSC,de Bundesliga,25-078,1996,2.4,29.6,44.6,66.4,437.9,220.0,17.1,22.9,74.5,10.8,15.8,68.4,0.83,3.33,25.0,0.00,0.04,-0.04,1.25,2.92,2.50,0.42,8.75,Matches
2089,Aleksandar Radovanović\Aleksandar-Radovanovic,rs SRB,DF,Lens,fr Ligue 1,27-174,1993,1.0,30.0,42.0,71.4,721.0,182.0,3.00,6.00,50.0,19.0,23.0,82.6,7.00,11.0,63.6,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,Matches
2090,Ivan Radovanović\Ivan-Radovanovic,rs SRB,DFMF,Genoa,it Serie A,32-248,1988,23.5,38.7,45.0,86.0,916.0,220.1,9.06,9.66,93.8,19.2,21.2,90.8,10.2,13.4,75.6,0.00,0.00,-0.00,0.13,2.09,0.04,0.00,1.36,Matches
2091,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,34-194,1986,23.2,47.7,57.2,83.3,934.0,382.2,17.5,19.7,88.6,22.9,25.9,88.4,6.64,10.4,63.9,0.13,0.04,0.09,0.69,5.22,0.99,0.39,5.17,Matches
2092,Rafael\Rafael,br BRA,GK,Spezia,it Serie A,39-062,1982,1.3,30.0,43.8,68.4,873.8,531.5,6.92,6.92,100.0,10.0,10.0,100.0,13.1,26.9,48.6,0.77,0.31,0.46,0.77,0.00,0.00,0.00,0.00,Matches
2093,Rafinha\Rafinha,br BRA,MF,Paris S-G,fr Ligue 1,28-081,1993,13.5,70.4,78.8,89.3,1175.3,242.2,36.7,39.4,93.0,25.1,27.9,89.9,7.11,8.67,82.1,0.30,0.23,0.07,1.70,6.00,1.11,0.07,5.33,Matches
2094,Predrag Rajković\Predrag-Rajkovic,rs SRB,GK,Reims,fr Ligue 1,25-185,1995,33.5,25.8,39.5,65.3,820.2,473.6,3.01,3.01,100.0,12.4,12.5,99.0,10.4,23.9,43.3,0.00,0.00,0.00,0.03,0.75,0.03,0.00,0.00,Matches
2095,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,es La Liga,33-055,1988,22.6,60.2,68.9,87.4,1178.8,281.6,25.8,27.6,93.3,24.2,26.9,90.0,9.03,12.3,73.1,0.04,0.04,0.00,0.71,6.28,0.49,0.04,4.87,Matches
2096,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,es La Liga,27-328,1993,1.2,30.0,45.0,66.7,642.5,318.3,9.17,12.5,73.3,15.0,21.7,69.2,5.00,10.0,50.0,0.00,0.00,0.00,0.00,1.67,0.83,0.83,1.67,Matches
2097,Benito Raman\Benito-Raman,be BEL,FWMF,Schalke 04,de Bundesliga,26-178,1994,13.5,16.1,23.5,68.5,297.4,97.4,7.85,11.0,71.1,5.41,6.96,77.7,2.44,3.11,78.6,0.00,0.10,-0.10,1.19,0.96,1.04,0.30,2.37,Matches
2098,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,30-153,1990,10.3,34.1,47.4,71.9,603.5,186.1,17.4,21.0,82.9,10.6,13.9,76.2,4.76,9.71,49.0,0.39,0.18,0.20,1.84,3.50,1.26,0.10,4.47,Matches
2099,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,es La Liga,25-299,1995,10.5,16.5,22.2,74.2,292.7,52.9,8.10,10.4,78.0,5.24,7.24,72.4,2.19,2.86,76.7,0.10,0.01,0.09,0.29,0.86,0.38,0.19,1.14,Matches
2100,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,35-035,1986,14.2,72.0,78.5,91.8,1671.3,542.4,19.6,21.1,93.3,34.4,36.1,95.3,17.6,20.1,87.7,0.00,0.01,-0.01,0.28,7.46,0.14,0.07,4.30,Matches
2101,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22-355,1998,34.0,14.3,29.5,48.4,634.5,491.6,1.59,1.65,96.4,3.88,3.94,98.5,8.76,23.8,36.8,0.00,0.00,-0.00,0.03,1.32,0.00,0.00,0.00,Matches
2102,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,30-129,1990,12.1,51.7,60.5,85.5,883.1,211.9,25.2,28.1,89.7,20.2,23.3,86.9,5.21,7.02,74.1,0.33,0.30,0.03,2.48,4.88,1.82,0.33,4.88,Matches
2103,Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19-341,2001,5.3,27.5,32.3,85.4,491.5,100.8,13.2,15.3,86.4,9.43,10.6,89.3,3.96,4.53,87.5,0.00,0.04,-0.04,0.94,2.26,0.19,0.19,2.26,Matches
2104,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,20-206,2000,1.0,18.0,26.0,69.2,286.0,101.0,6.00,7.00,85.7,8.00,10.0,80.0,1.00,4.00,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2105,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,33-357,1987,2.0,12.5,20.5,61.0,428.0,320.0,2.50,2.50,100.0,4.50,4.50,100.0,5.50,13.5,40.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2106,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,33-077,1988,4.8,66.5,69.6,95.5,1457.7,346.5,15.8,16.7,95.0,39.4,40.8,96.4,10.4,11.3,92.6,0.21,0.00,0.21,0.21,3.13,0.00,0.00,2.92,Matches
2107,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,23-185,1997,29.8,31.0,38.5,80.5,490.2,95.5,16.8,19.2,87.4,10.7,12.7,84.4,2.52,3.99,63.0,0.27,0.10,0.17,1.17,0.94,1.58,0.13,2.85,Matches
2108,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24-310,1996,15.2,17.7,26.0,68.1,316.6,67.2,8.03,10.9,73.5,7.17,9.54,75.2,1.91,3.75,50.9,0.13,0.11,0.03,0.99,0.92,1.05,0.59,1.51,Matches
2109,Giacomo Raspadori\Giacomo-Raspadori,it ITA,FWMF,Sassuolo,it Serie A,21-075,2000,11.3,19.6,25.7,76.2,314.7,76.3,10.4,11.4,90.7,6.11,8.05,75.8,2.04,4.16,48.9,0.00,0.18,-0.18,1.86,0.71,1.15,0.00,1.86,Matches
2110,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,21-174,1999,2.0,30.5,36.5,83.6,603.0,331.0,10.5,11.0,95.5,14.5,14.5,100.0,4.50,10.0,45.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
