,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
612,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,93.2,2.42,19.5,60.8,19.0,1.45,92.3,2.10,2.74,76.5,2.26,0.16,73.5,336.6,155.8,5.16,1.94,0.00,1.45,1.77,84.2,76.0,90.2,3.55,Matches
613,Leon Dajaku\Leon-Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,70.0,10.0,20.0,30.0,20.0,0.00,60.0,0.00,0.00,,0.00,0.00,50.0,420.0,270.0,10.0,0.00,0.00,0.00,0.00,40.0,20.0,50.0,0.00,Matches
614,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,50.1,7.12,24.8,24.1,3.69,0.63,46.5,0.18,0.36,50.0,0.18,0.00,29.9,143.8,73.5,2.25,0.45,0.00,0.18,0.00,32.8,32.0,97.5,0.72,Matches
615,Christian Dalle Mura\Christian-Dalle-Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
616,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,111.4,5.71,17.1,44.3,50.0,5.71,91.4,0.00,0.00,,0.00,0.00,65.7,247.1,118.6,8.57,0.00,0.00,0.00,7.14,70.0,65.7,93.9,7.14,Matches
617,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,44.3,5.71,15.7,18.6,10.0,0.71,37.1,0.00,0.00,,0.00,0.00,26.4,120.7,47.9,3.57,0.00,0.00,0.71,0.00,21.4,20.7,96.7,0.71,Matches
618,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,85.8,3.88,22.6,46.6,21.5,1.13,78.4,0.88,1.38,63.6,0.94,0.00,57.3,229.4,147.8,6.56,2.19,0.44,0.44,0.44,64.8,61.5,94.9,2.06,Matches
619,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,48.4,8.51,30.5,19.1,1.77,1.49,46.5,0.35,0.43,83.3,0.35,0.00,24.5,115.5,68.1,0.50,0.00,0.00,0.07,0.00,27.7,26.8,96.7,1.21,Matches
620,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,66.5,3.87,21.0,33.2,15.5,0.65,55.8,0.97,1.94,50.0,0.97,0.00,37.1,171.6,76.8,3.87,1.61,0.00,2.58,0.32,39.7,35.2,88.6,0.97,Matches
621,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,86.7,14.2,52.1,39.5,1.81,0.95,84.4,0.48,0.48,100.0,0.48,0.00,61.5,340.3,202.0,3.33,0.05,0.00,0.24,0.38,66.2,65.4,98.8,0.95,Matches
622,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,1,1,100.0,0,Matches
623,Sergi Darder\Sergi-Darder,es ESP,MFFW,Espanyol,es La Liga,25,1993,29.5,46.4,0.95,6.37,28.6,14.3,1.39,43.3,0.71,1.59,44.7,0.75,0.03,29.9,162.0,75.4,4.14,1.46,0.17,1.15,1.08,37.9,31.2,82.2,4.78,Matches
624,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,58.5,1.43,11.5,31.6,19.9,2.03,54.3,1.24,2.03,60.8,1.43,0.04,38.8,219.3,97.1,4.50,1.43,0.24,1.31,1.91,46.1,37.4,81.1,5.14,Matches
625,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,61.3,4.16,22.9,29.4,12.2,1.11,51.7,0.47,1.01,46.7,0.47,0.00,34.3,150.2,92.6,3.49,1.04,0.30,0.30,0.54,36.9,34.1,92.4,1.81,Matches
626,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,89.2,2.82,23.1,45.8,27.6,2.70,78.5,3.63,5.85,62.1,3.95,0.48,61.0,328.3,195.4,8.59,2.70,0.93,1.77,1.90,58.4,54.2,92.8,3.51,Matches
627,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,71.6,3.65,24.2,36.2,14.3,1.45,60.9,0.50,0.94,53.3,0.50,0.00,37.0,164.8,95.7,4.47,1.26,0.25,0.31,0.57,41.9,40.4,96.3,1.89,Matches
628,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,49.7,2.13,12.8,30.7,9.07,1.02,48.8,0.93,1.51,61.8,1.07,0.00,30.6,148.7,75.6,3.38,0.84,0.04,0.98,1.33,34.2,30.6,89.5,2.36,Matches
629,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,36.9,0.82,2.79,16.7,20.2,5.57,36.1,1.48,2.46,60.0,1.48,0.16,27.5,152.3,74.4,4.26,1.64,0.98,3.11,3.11,51.0,29.3,57.6,14.3,Matches
630,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,65.7,8.57,30.9,34.0,6.10,0.65,63.2,0.52,0.65,80.0,0.52,0.00,42.3,231.4,157.1,4.68,0.91,0.00,0.65,0.00,43.5,42.2,97.0,0.52,Matches
631,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,46.8,6.41,24.3,21.3,3.02,1.79,45.7,0.08,0.08,100.0,0.08,0.00,24.1,109.6,51.9,1.11,0.15,0.00,0.34,0.23,26.5,25.1,94.8,1.45,Matches
632,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,83.1,0.97,7.13,36.6,45.2,5.29,74.4,2.00,3.10,64.6,2.06,0.03,58.5,279.9,182.5,10.7,3.19,1.35,1.39,1.42,70.3,62.9,89.4,7.90,Matches
633,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,50.9,8.14,31.3,20.2,2.57,0.66,49.0,0.12,0.18,66.7,0.12,0.00,27.8,163.2,84.3,0.96,0.36,0.00,0.12,0.18,29.2,28.3,96.9,0.42,Matches
634,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,72.2,0.83,12.2,37.3,30.5,3.06,65.7,1.75,3.06,57.3,1.94,0.16,52.5,383.5,242.5,10.2,3.89,1.02,1.56,1.85,57.6,51.5,89.4,5.38,Matches
635,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,76.9,2.88,23.5,42.9,14.6,0.96,67.3,1.54,2.12,72.7,1.54,0.00,49.6,235.4,113.3,4.62,1.35,0.19,1.35,0.96,52.3,50.0,95.6,2.31,Matches
636,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,48.0,3.57,12.1,21.4,17.0,2.65,40.8,0.24,0.56,42.9,0.24,0.00,24.9,133.5,73.9,3.21,1.45,0.12,0.96,0.68,35.5,29.1,81.8,3.65,Matches
637,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,59.2,2.36,15.5,36.8,10.4,1.82,58.0,0.95,1.35,70.0,0.95,0.00,34.5,166.0,86.3,3.45,1.62,0.34,0.81,0.74,37.1,33.1,89.3,3.11,Matches
638,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,68.6,4.21,23.9,32.2,16.0,0.91,57.3,0.76,1.22,62.5,0.91,0.05,33.2,174.1,95.4,3.71,1.07,0.05,0.56,0.86,38.3,34.2,89.3,1.27,Matches
639,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,38.5,1.05,3.04,18.2,18.4,4.49,37.4,0.45,0.89,50.0,0.45,0.00,17.4,53.5,23.5,1.26,0.49,0.12,2.59,1.05,55.3,28.6,51.7,8.91,Matches
640,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,10.9,41.5,0.64,3.85,22.9,18.3,3.03,39.6,1.10,1.56,70.6,1.28,0.00,31.2,187.2,88.1,4.13,1.93,0.64,1.56,1.56,42.4,30.3,71.4,8.81,Matches
641,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,2,1,2,0,0,0,2,0,0,,0,0,1,5,4,0,0,0,0,0,0,0,,0,Matches
642,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,47.9,3.50,15.9,26.0,8.38,1.63,46.6,1.25,1.75,71.4,1.38,0.00,29.1,134.4,62.5,2.75,0.63,0.13,0.50,1.00,33.5,29.9,89.2,2.38,Matches
643,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,13.8,48.5,0.43,6.09,26.4,21.2,3.04,47.5,2.68,4.13,64.9,2.90,0.36,39.6,215.9,130.6,5.94,1.96,0.51,2.03,2.97,49.3,36.0,73.0,9.13,Matches
644,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,59.8,2.23,16.7,28.6,20.1,1.58,49.2,1.29,2.30,56.3,1.37,0.14,37.6,265.3,175.2,7.05,3.31,0.72,1.29,1.22,38.9,34.0,87.4,2.30,Matches
645,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,77.1,4.02,22.3,49.0,9.67,0.98,75.7,0.43,0.76,57.1,0.43,0.11,47.7,167.3,72.8,3.04,0.98,0.00,0.33,0.65,54.8,51.8,94.6,1.30,Matches
646,Paul Delecroix\Paul-Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,31.3,28.0,30.7,0.67,0.00,0.00,21.3,0.00,0.00,,0.00,0.00,16.7,112.7,83.3,0.00,0.00,0.00,0.00,0.00,12.7,12.7,100.0,0.00,Matches
647,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,60.0,5.71,26.2,26.3,11.6,0.63,54.6,0.36,0.98,36.4,0.45,0.09,36.0,190.0,117.8,3.21,0.54,0.18,0.00,0.89,39.2,37.6,95.9,0.71,Matches
648,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,44.2,0.51,2.69,18.6,25.2,5.18,41.4,1.11,2.92,37.8,1.23,0.08,28.8,120.9,63.8,3.68,0.95,0.91,3.08,1.46,53.1,33.1,62.3,13.1,Matches
649,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,67.8,2.42,17.5,44.2,11.1,0.08,66.8,1.52,1.82,83.3,1.52,0.00,47.0,228.0,102.7,4.09,1.97,0.00,0.76,0.68,48.1,46.4,96.5,0.68,Matches
650,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,33.2,1.32,3.13,14.7,17.3,5.35,32.1,0.95,2.06,46.0,1.19,0.00,22.5,83.9,43.3,2.18,0.62,0.53,3.29,3.17,44.9,25.4,56.6,9.38,Matches
651,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,77.5,0.25,4.75,27.5,53.3,5.75,71.5,4.00,7.75,51.6,4.25,0.00,64.8,351.5,210.8,17.0,3.50,2.50,3.00,1.75,76.8,64.3,83.7,7.25,Matches
652,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,77.8,11.1,40.0,39.3,2.39,0.87,77.4,0.00,0.22,0.0,0.00,0.00,51.5,272.8,116.5,0.87,0.00,0.00,0.00,0.00,58.7,57.8,98.5,0.87,Matches
653,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,80.6,1.31,13.0,48.7,24.3,1.94,72.0,2.00,2.51,79.5,2.06,0.06,54.8,287.3,132.7,6.57,2.11,0.23,1.20,1.49,60.9,55.7,91.5,2.86,Matches
654,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,91.5,1.56,21.8,58.6,17.4,1.11,89.3,0.89,1.56,57.1,1.04,0.07,67.3,305.5,164.1,6.07,1.63,0.44,1.26,1.33,74.3,69.6,93.6,1.48,Matches
655,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,85.0,3.60,19.3,52.4,19.5,0.70,83.5,0.30,0.40,75.0,0.30,0.00,63.8,300.3,135.5,6.70,2.20,0.20,0.40,1.00,71.7,69.5,96.9,1.60,Matches
656,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,74.6,9.20,41.3,38.6,1.43,0.51,72.8,0.38,0.55,69.2,0.42,0.00,54.9,327.1,188.8,2.66,0.34,0.00,0.17,0.21,57.8,57.0,98.6,0.30,Matches
657,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,31.1,51.4,3.63,18.6,29.0,6.30,1.25,50.9,0.55,0.68,81.0,0.55,0.03,30.8,134.0,67.7,2.09,0.51,0.03,0.74,0.51,38.1,32.5,85.2,1.93,Matches
658,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,34.2,0.45,2.84,15.5,17.5,4.18,32.7,1.19,1.79,66.7,1.19,0.00,22.4,87.2,39.6,1.64,0.75,0.00,3.13,1.64,48.4,24.5,50.6,11.5,Matches
659,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,61.0,6.43,27.8,32.0,5.70,0.68,56.2,0.28,0.44,63.6,0.32,0.00,34.4,199.7,107.6,2.97,0.80,0.04,0.20,0.12,37.4,36.7,98.2,0.52,Matches
660,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,20.6,46.0,2.77,11.3,19.7,18.3,2.43,42.5,1.07,1.70,62.9,1.12,0.05,28.2,149.7,92.4,3.93,1.26,0.58,1.17,1.21,36.1,27.3,75.5,3.74,Matches
661,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,11.3,56.6,0.09,3.54,29.2,28.8,5.13,51.0,3.01,4.69,64.2,3.19,0.09,43.5,193.1,115.4,7.26,2.30,1.59,3.19,2.21,59.3,43.5,73.4,11.6,Matches
662,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,43.9,12.4,30.2,15.3,0.79,0.18,42.1,0.18,0.18,100.0,0.18,0.00,22.7,147.1,84.8,0.70,0.09,0.00,0.00,0.18,25.5,24.7,96.9,0.26,Matches
663,Daniele Dessena\Daniele-Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,42.1,1.59,9.47,25.7,9.90,1.49,40.9,0.58,0.91,63.2,0.67,0.00,29.1,166.1,75.5,2.50,0.87,0.05,0.91,0.96,32.5,28.3,87.3,2.64,Matches
664,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,18.6,0.00,1.43,10.5,7.14,4.29,18.6,0.48,0.48,100.0,0.48,0.00,11.9,41.4,21.0,0.48,0.48,0.00,2.38,1.43,35.2,11.9,33.8,4.76,Matches
665,Mattia Destro\Mattia-Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,1.7,24.7,0.59,2.35,10.0,12.4,4.71,21.8,1.76,1.76,100.0,1.76,0.59,14.1,58.2,30.6,1.18,0.00,1.18,1.18,0.59,49.4,15.3,31.0,8.24,Matches
666,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,48.3,0.56,6.22,18.5,28.6,6.65,44.5,2.70,4.64,58.3,2.96,0.09,38.4,253.3,167.4,8.63,2.36,2.27,2.27,2.15,47.5,33.0,69.5,7.38,Matches
667,Deyverson\Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,41.7,1.30,2.61,20.0,20.4,2.61,40.4,1.74,2.61,66.7,1.74,0.87,24.8,73.0,32.6,1.30,0.00,0.00,3.91,2.17,50.4,30.4,60.3,9.57,Matches
668,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,14.4,26.9,0.83,1.81,11.4,14.3,4.93,25.0,0.35,0.49,71.4,0.42,0.00,15.3,49.9,18.0,0.90,0.21,0.35,1.94,1.18,42.4,19.2,45.4,10.3,Matches
669,Federico Di Francesco\Federico-Di-Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12.0,39.8,0.58,5.08,18.5,20.2,4.08,36.6,1.33,2.33,57.1,1.50,0.17,29.6,175.2,95.3,4.83,1.67,1.08,2.00,2.08,40.7,27.9,68.6,8.75,Matches
670,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,77.6,4.61,23.6,39.1,19.9,2.00,69.4,0.82,1.24,65.9,0.85,0.12,54.1,265.6,161.8,6.79,1.97,0.36,0.85,0.61,59.0,55.8,94.7,2.48,Matches
671,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,22.2,71.8,0.36,4.77,31.0,41.6,6.26,65.4,3.24,6.13,52.9,3.47,0.32,56.6,299.2,170.8,9.41,2.66,1.85,2.12,1.94,63.4,55.6,87.8,12.4,Matches
672,Boulaye Dia\Boulaye-Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,28.8,1.04,3.78,13.9,13.5,4.78,27.3,1.49,2.99,50.0,1.69,0.00,19.4,91.3,54.0,2.89,0.80,0.75,2.29,2.24,39.0,19.1,49.0,8.36,Matches
673,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,13.2,49.1,0.53,8.33,23.6,21.8,3.48,48.6,2.05,3.41,60.0,2.35,0.15,37.4,198.4,112.7,5.38,1.97,1.06,3.26,2.50,47.4,34.8,73.3,7.88,Matches
674,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,19.7,48.1,0.46,4.82,23.8,25.5,5.13,47.1,3.65,5.94,61.5,4.11,0.30,44.1,281.9,159.7,8.63,2.54,2.08,2.64,2.94,53.0,39.1,73.7,9.70,Matches
675,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16.0,59.8,9.94,35.3,27.3,1.25,0.25,58.1,0.50,0.50,100.0,0.50,0.00,41.0,261.2,137.8,2.38,0.44,0.00,0.00,0.25,41.4,40.5,97.7,0.06,Matches
676,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,53.0,8.49,29.0,24.8,3.22,0.72,50.1,0.39,0.59,66.7,0.59,0.00,30.5,177.7,102.3,2.37,0.59,0.00,0.00,0.13,33.5,32.4,96.9,0.59,Matches
677,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,87.9,7.14,33.4,57.3,5.49,0.60,84.4,1.28,1.58,81.0,1.35,0.08,67.2,385.1,240.5,7.52,1.43,0.08,0.30,0.45,69.4,68.1,98.2,0.45,Matches
678,Amad Diallo\Amad-Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,76.7,0.00,0.00,30.0,56.7,10.0,73.3,6.67,6.67,100.0,6.67,0.00,76.7,370.0,236.7,10.0,3.33,3.33,3.33,3.33,83.3,66.7,80.0,16.7,Matches
679,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,31.9,1.60,2.99,15.7,15.3,4.47,30.3,1.15,2.17,52.8,1.48,0.12,19.6,90.4,43.7,2.34,0.94,0.57,3.73,1.97,48.8,23.2,47.5,8.73,Matches
680,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,58.1,2.49,19.8,37.2,6.88,0.46,56.8,1.33,2.08,63.9,1.45,0.17,43.5,258.0,136.4,3.76,1.10,0.06,1.04,1.21,40.5,38.0,93.9,1.45,Matches
681,Moussa Diarra\Moussa-Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1.0,65.0,6.00,39.0,31.0,0.00,0.00,61.0,0.00,0.00,,0.00,0.00,38.0,251.0,163.0,1.00,0.00,0.00,0.00,0.00,40.0,40.0,100.0,0.00,Matches
682,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MFFW,Rennes,fr Ligue 1,22,1996,18.8,51.6,0.96,6.01,25.6,24.2,4.10,46.8,3.09,5.85,52.7,3.40,0.43,37.5,206.3,130.3,6.38,1.91,1.28,1.91,2.29,44.9,33.8,75.3,8.14,Matches
683,Lucas Dias\Lucas-Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,33.1,31.1,33.1,0.00,0.00,0.00,18.9,0.00,0.00,,0.00,0.00,10.6,40.0,28.0,0.00,0.00,0.00,0.00,0.00,7.71,7.71,100.0,0.00,Matches
684,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,65.7,2.07,16.3,45.0,9.53,0.36,64.1,0.59,0.59,100.0,0.59,0.00,48.1,278.8,148.5,5.03,1.30,0.00,0.18,0.24,49.3,48.1,97.5,0.65,Matches
685,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Real Madrid,es La Liga,19,1999,0.7,90.0,0.00,7.14,55.7,37.1,10.0,90.0,2.86,10.0,28.6,4.29,0.00,78.6,322.9,210.0,4.29,2.86,0.00,5.71,4.29,92.9,75.7,81.5,8.57,Matches
686,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,58.7,4.00,18.6,28.5,13.7,0.44,47.3,0.47,0.81,57.7,0.47,0.03,26.1,106.1,55.1,2.28,0.56,0.00,0.47,0.28,29.5,26.9,91.3,0.94,Matches
687,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,54.8,6.06,25.8,27.5,4.57,0.67,52.1,0.48,0.58,83.3,0.53,0.05,32.3,167.2,87.5,2.64,0.77,0.00,0.43,0.14,33.5,32.1,95.7,0.63,Matches
688,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,14.9,69.5,7.92,31.9,36.7,4.09,0.74,68.1,0.20,0.34,60.0,0.27,0.00,41.0,191.3,96.0,2.21,0.54,0.00,0.40,0.27,48.5,46.8,96.5,0.54,Matches
689,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,70.2,3.23,18.6,28.8,26.1,1.87,54.2,0.74,1.28,58.1,0.80,0.06,31.6,155.4,89.6,5.10,1.60,0.21,0.53,0.95,38.2,33.0,86.3,4.09,Matches
690,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38.0,91.2,8.95,37.7,54.8,2.82,1.26,89.0,0.08,0.13,60.0,0.11,0.00,61.1,243.2,127.1,3.61,0.53,0.00,0.05,0.05,67.6,66.2,97.9,1.08,Matches
691,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,58.0,3.57,18.0,27.3,17.2,0.45,48.8,0.80,2.32,34.6,0.89,0.45,35.7,189.6,116.0,5.18,1.43,0.09,0.71,0.98,37.4,33.1,88.5,1.79,Matches
692,Javairô Dilrosun\Javairo-Dilrosun,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,14.5,42.1,0.76,9.31,21.5,15.3,2.55,41.0,3.31,4.55,72.7,3.52,0.21,31.8,213.8,131.9,5.24,2.00,1.24,2.28,1.86,36.0,26.5,73.6,3.72,Matches
693,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,82.1,2.93,19.0,37.1,34.1,3.10,71.4,0.69,1.03,66.7,0.69,0.00,51.4,271.7,165.7,8.10,5.34,0.17,0.52,0.52,58.6,53.8,91.8,4.14,Matches
694,Federico Dimarco\Federico-Dimarco,it ITA,DFMF,Inter,it Serie A,21,1997,0.3,63.3,3.33,13.3,33.3,20.0,3.33,53.3,0.00,0.00,,0.00,0.00,30.0,183.3,123.3,3.33,0.00,0.00,0.00,3.33,43.3,26.7,61.5,3.33,Matches
695,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,45.4,0.40,5.25,23.0,18.2,1.82,44.2,0.51,0.91,55.6,0.51,0.00,31.5,88.4,32.2,1.41,0.30,0.20,1.82,1.31,42.3,34.2,80.9,7.37,Matches
696,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,25.9,0.14,0.95,11.1,15.4,3.78,24.3,0.54,1.35,40.0,0.68,0.14,16.9,83.5,35.4,2.43,0.68,1.08,3.24,1.89,39.5,19.6,49.7,10.3,Matches
697,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,41.3,7.79,22.8,19.5,1.11,0.72,39.9,0.13,0.16,80.0,0.13,0.00,19.6,126.1,61.4,1.60,0.03,0.00,0.10,0.16,20.4,19.6,96.5,0.55,Matches
698,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25.0,42.0,2.00,6.60,29.1,7.92,0.96,41.4,0.24,0.40,60.0,0.32,0.00,20.1,85.2,32.4,1.80,0.76,0.12,0.64,0.64,24.2,21.2,87.8,1.52,Matches
699,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,50.0,0.77,17.7,30.0,3.08,0.00,49.2,1.54,1.54,100.0,1.54,0.00,27.7,148.5,82.3,4.62,0.00,0.00,0.77,2.31,31.5,26.9,85.4,0.00,Matches
700,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,63.6,8.78,38.2,27.3,2.19,0.74,62.4,0.37,0.52,71.4,0.37,0.00,42.3,280.7,170.1,4.19,0.44,0.04,0.26,0.19,43.7,42.8,97.9,0.63,Matches
701,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,69.2,5.21,34.0,39.2,3.01,0.14,66.6,0.14,0.41,33.3,0.14,0.00,50.1,300.0,153.8,2.88,0.68,0.00,0.27,0.27,47.9,47.3,98.6,0.14,Matches
702,Djené\Djene,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,38.1,3.91,17.9,20.0,1.65,0.41,36.9,0.32,0.41,78.6,0.35,0.00,16.5,113.7,44.9,1.44,0.24,0.06,0.18,0.26,13.2,12.8,96.9,0.26,Matches
703,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,eng Premier League,21,1998,10.3,45.4,1.46,8.25,19.0,22.1,4.66,44.5,4.66,6.80,68.6,4.76,0.10,34.9,203.4,132.8,7.67,1.65,0.78,3.30,2.33,42.7,30.9,72.3,5.53,Matches
