,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1323,Filip Kostić\Filip-Kostic,rs SRB,DF,Eint Frankfurt,de Bundesliga,28-184,1992,25.2,67.9,1.59,12.1,29.5,31.3,4.21,56.9,1.19,2.38,50.0,1.27,0.08,39.9,250.8,156.2,7.94,2.54,1.59,1.67,1.51,49.2,40.4,82.1,5.75,Matches
1324,Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,it Serie A,23-149,1997,10.2,43.4,0.49,2.35,20.7,22.2,5.88,41.9,1.47,2.06,71.4,1.47,0.00,28.7,99.6,31.7,1.67,0.49,0.78,3.43,3.14,56.6,33.7,59.6,10.6,Matches
1325,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,DFMF,Bayern Munich,de Bundesliga,18-331,2002,1.3,73.8,2.31,28.5,47.7,3.85,0.00,72.3,0.77,0.77,100.0,0.77,0.00,50.8,293.1,179.2,9.23,1.54,0.00,0.77,0.00,54.6,53.1,97.2,0.00,Matches
1326,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,29-318,1991,24.5,80.2,10.4,37.6,45.0,2.98,0.65,76.4,0.49,0.61,80.0,0.49,0.04,54.6,293.4,158.2,4.20,0.82,0.00,0.24,0.20,58.3,57.5,98.6,0.12,Matches
1327,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,es La Liga,22-173,1998,29.1,81.3,10.2,38.4,41.3,7.15,1.75,80.0,0.96,1.27,75.7,1.03,0.03,57.5,298.3,168.8,5.15,1.37,0.17,0.58,0.41,62.7,61.0,97.3,0.76,Matches
1328,Boubakar Kouyaté\Boubakar-Kouyate,ml MLI,DF,Metz,fr Ligue 1,24-019,1997,20.4,52.4,10.4,35.9,17.3,1.42,0.88,51.4,0.15,0.20,75.0,0.15,0.00,24.9,149.4,65.2,0.78,0.10,0.00,0.20,0.29,26.9,25.7,95.6,0.10,Matches
1329,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,eng Premier League,31-134,1989,29.7,46.6,7.17,27.2,19.2,1.95,0.77,44.9,0.13,0.20,66.7,0.13,0.00,23.6,111.3,47.5,0.91,0.10,0.00,0.13,0.34,26.1,25.0,96.0,0.24,Matches
1330,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,26-363,1994,18.8,96.3,1.33,17.2,65.8,20.6,0.80,95.2,2.29,2.82,81.1,2.29,0.05,74.9,409.6,210.9,9.47,2.77,0.21,1.01,1.22,85.6,81.6,95.3,2.29,Matches
1331,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,FW,Atalanta,it Serie A,25-079,1996,0.0,5,1,3,2,0,0,5,0,0,,0,0,2,1,1,0,0,0,1,0,6,3,50.0,1,Matches
1332,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26-275,1994,10.5,52.0,5.24,22.7,19.6,11.8,0.67,42.5,0.19,0.57,33.3,0.29,0.00,23.1,110.0,55.9,3.14,0.95,0.19,0.19,0.38,25.0,23.0,92.0,1.05,Matches
1333,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,29-319,1991,23.4,48.5,0.47,4.96,22.1,26.2,5.30,45.5,1.62,2.35,69.1,1.67,0.04,38.5,232.3,124.3,6.54,2.65,0.73,1.88,1.67,53.5,37.3,69.6,8.89,Matches
1334,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,30-074,1991,21.7,68.5,3.50,20.2,43.0,9.22,0.55,66.7,0.97,1.11,87.5,0.97,0.00,41.8,192.5,103.5,4.24,0.51,0.18,0.60,0.60,47.7,45.1,94.5,1.24,Matches
1335,Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,fr Ligue 1,23-291,1997,2.5,34.4,0.80,3.20,19.2,14.4,4.80,33.2,1.60,2.80,57.1,2.00,0.00,21.2,60.0,26.4,1.20,0.40,0.00,3.20,3.60,41.6,22.0,52.9,8.80,Matches
1336,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,31-120,1990,22.5,98.7,1.73,17.6,60.0,26.3,1.29,88.9,0.71,0.98,72.7,0.71,0.00,69.3,318.0,167.3,8.31,2.00,0.36,0.58,0.44,80.2,77.4,96.5,1.51,Matches
1337,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,eng Premier League,25-248,1995,6.1,69.5,1.15,12.0,42.5,19.5,0.82,64.4,1.31,1.48,88.9,1.31,0.00,45.7,279.7,151.3,7.21,2.13,0.33,1.15,1.31,53.3,47.2,88.6,4.26,Matches
1338,Rade Krunić\Rade-Krunic,ba BIH,MFFW,Milan,it Serie A,27-209,1993,7.2,44.9,1.81,9.44,26.3,11.7,1.67,43.8,0.83,1.39,60.0,0.83,0.00,27.2,137.6,72.4,2.64,0.97,0.28,0.83,0.97,36.8,29.2,79.2,2.22,Matches
1339,Max Kruse\Max-Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33-046,1988,15.8,48.7,0.32,5.06,27.4,19.8,2.34,44.2,0.63,0.89,71.4,0.63,0.13,29.6,168.7,77.8,4.49,1.71,0.38,1.77,1.14,50.1,36.1,72.1,6.71,Matches
1340,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,28-247,1992,7.7,56.1,4.55,21.7,25.6,12.2,0.65,46.9,0.39,0.78,50.0,0.39,0.13,26.0,147.1,52.7,2.21,1.04,0.00,0.39,0.65,28.3,25.6,90.4,1.43,Matches
1341,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,es La Liga,19-334,2001,3.3,57.9,0.91,7.58,24.2,32.4,5.45,56.1,3.64,4.85,75.0,3.94,0.00,50.9,310.6,183.3,10.3,2.12,2.12,2.42,2.73,59.7,43.9,73.6,8.18,Matches
1342,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,es La Liga,19-334,2001,7.4,39.7,0.81,3.65,14.5,24.5,3.78,37.6,2.57,5.41,47.5,2.70,0.27,29.2,145.3,98.6,5.41,1.49,0.81,2.97,2.43,40.9,25.5,62.4,6.89,Matches
1343,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,34-067,1987,25.1,49.5,2.11,8.88,28.0,15.1,2.35,48.6,1.27,1.95,65.3,1.27,0.24,29.0,138.4,68.4,3.23,0.80,0.08,1.75,1.83,43.6,34.8,79.8,5.66,Matches
1344,Kuki\Kuki,es ESP,MF,Valladolid,es La Liga,22-364,1998,0.3,50.0,0.00,10.0,23.3,16.7,0.00,50.0,0.00,0.00,,0.00,0.00,26.7,80.0,20.0,0.00,0.00,0.00,6.67,0.00,46.7,30.0,64.3,3.33,Matches
1345,Dejan Kulusevski\Dejan-Kulusevski,se SWE,MFFW,Juventus,it Serie A,21-009,2000,18.5,50.4,0.27,5.78,22.3,27.0,6.38,49.2,1.78,3.14,56.9,1.84,0.11,40.1,274.6,176.8,8.76,2.59,2.05,2.16,2.92,50.4,38.4,76.1,7.89,Matches
1346,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Roma,it Serie A,21-085,2000,11.6,58.9,5.09,24.9,33.7,3.45,0.60,56.8,0.17,0.17,100.0,0.17,0.00,40.2,180.9,90.3,3.71,0.69,0.00,0.43,0.17,44.3,42.9,96.9,0.17,Matches
1347,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25-282,1995,5.7,61.9,2.81,14.0,39.1,12.1,0.18,58.8,0.18,0.70,25.0,0.18,0.00,40.0,214.4,108.1,2.63,1.05,0.00,0.70,0.88,42.5,38.8,91.3,1.58,Matches
1348,Fabian Kunze\Fabian-Kunze,de GER,MF,Arminia,de Bundesliga,22-324,1998,13.9,51.9,2.95,15.5,31.7,8.42,0.50,51.2,0.86,1.22,70.6,0.94,0.07,27.5,135.5,75.0,1.87,1.01,0.14,0.43,1.22,31.4,28.5,90.6,1.58,Matches
1349,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,Parma,it Serie A,32-114,1989,27.4,54.6,2.48,11.4,32.0,14.7,1.46,52.2,0.55,0.99,55.6,0.66,0.04,34.4,203.1,98.2,4.49,1.64,0.04,0.80,0.44,42.3,37.3,88.2,1.93,Matches
1350,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,28-242,1992,13.6,80.4,3.60,21.4,39.4,23.5,2.06,72.1,1.18,2.21,53.3,1.25,0.00,51.4,175.7,96.3,4.85,1.40,0.22,1.47,1.03,57.2,52.9,92.5,3.60,Matches
1351,Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,fr Ligue 1,23-149,1997,6.9,34.9,0.58,4.93,14.8,19.6,3.48,34.6,2.17,4.20,51.7,2.32,0.00,27.1,200.6,132.9,6.23,1.88,1.59,2.46,3.33,40.3,25.8,64.0,8.26,Matches
1352,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,21-064,2000,1.2,44.2,0.00,4.17,20.8,23.3,4.17,41.7,2.50,3.33,75.0,2.50,0.00,29.2,190.8,92.5,5.83,2.50,0.83,5.83,1.67,56.7,35.8,63.2,11.7,Matches
1353,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24-025,1997,8.5,73.1,3.41,21.1,40.9,14.8,0.94,63.2,1.06,1.76,60.0,1.18,0.00,42.5,191.3,117.6,6.12,1.65,0.00,0.82,1.06,45.8,42.1,92.0,0.94,Matches
1354,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,25-059,1996,3.8,34.5,1.58,3.16,12.4,19.7,6.32,32.9,1.05,1.32,80.0,1.05,0.00,21.1,92.6,49.7,3.16,0.53,1.32,4.47,1.84,61.1,24.2,39.7,9.47,Matches
1355,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,27-001,1994,33.5,37.6,0.75,4.30,17.6,18.3,6.03,37.0,0.96,1.79,53.3,1.04,0.18,21.2,117.1,78.4,4.30,1.58,0.81,2.72,1.43,42.6,26.5,62.3,7.13,Matches
1356,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,29-341,1991,20.8,35.5,0.53,4.28,16.3,16.4,4.90,33.7,0.82,1.39,58.6,0.87,0.05,22.6,76.7,30.3,1.73,0.48,0.29,1.49,1.44,42.3,25.0,59.2,7.40,Matches
1357,Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,19-099,2002,3.5,56.0,5.14,18.3,32.6,6.00,0.00,55.1,0.00,0.57,0.0,0.00,0.00,33.4,125.1,46.0,2.00,0.57,0.00,2.00,1.71,37.7,34.6,91.7,1.71,Matches
1358,Maxence Lacroix\Maxence-Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21-028,2000,25.8,74.2,9.61,41.8,36.1,1.74,0.97,73.0,0.31,0.43,72.7,0.35,0.00,47.7,276.8,152.4,3.02,0.31,0.12,0.31,0.31,47.6,46.7,98.1,0.23,Matches
1359,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,22-101,1999,35.0,33.5,28.0,33.2,0.29,0.00,0.00,23.3,0.00,0.00,,0.00,0.00,14.1,62.6,35.1,0.00,0.00,0.00,0.00,0.00,12.5,12.5,99.5,0.00,Matches
1360,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,31-180,1989,26.2,44.9,7.06,27.7,17.9,1.18,0.61,42.7,0.00,0.00,,0.00,0.00,21.2,98.1,55.0,0.88,0.04,0.00,0.11,0.08,25.3,24.4,96.2,0.04,Matches
1361,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28-250,1992,27.8,67.7,4.03,19.5,32.5,19.9,1.80,58.5,0.61,1.22,50.0,0.65,0.04,38.7,188.3,115.9,5.72,1.87,0.36,0.94,1.01,45.9,41.2,89.7,3.06,Matches
1362,Diego Lainez\Diego-Lainez,mx MEX,FWMF,Betis,es La Liga,20-329,2000,7.9,52.7,0.89,6.33,23.0,28.2,5.57,52.0,2.28,3.80,60.0,2.28,0.51,40.8,270.1,168.4,8.35,2.91,1.52,2.15,2.91,49.5,39.6,80.1,5.44,Matches
1363,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,29-213,1991,20.4,64.7,3.43,18.2,31.3,20.0,0.88,51.6,0.98,1.67,58.8,1.03,0.00,39.5,219.7,127.2,5.44,2.16,0.15,1.27,1.67,42.7,37.7,88.3,1.96,Matches
1364,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,eng Premier League,32-359,1988,16.5,60.7,1.82,12.8,29.9,21.9,4.00,59.7,0.91,1.33,68.2,0.91,0.00,42.2,190.6,102.0,4.48,1.21,0.73,1.03,0.97,53.1,44.2,83.2,5.82,Matches
1365,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,29-061,1992,7.7,59.9,0.65,6.88,33.5,25.6,3.12,55.8,2.08,2.99,69.6,2.08,0.00,43.9,297.3,152.2,9.09,3.38,0.26,1.56,2.60,58.8,44.0,74.8,6.36,Matches
1366,Sam Lammers\Sam-Lammers,nl NED,FWMF,Atalanta,it Serie A,24-004,1997,2.8,52.9,1.79,3.57,21.4,29.6,9.29,52.1,5.00,6.07,82.4,5.36,0.00,45.4,129.6,65.0,3.93,1.07,1.07,4.64,3.21,63.2,42.9,67.8,15.7,Matches
1367,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,20-216,2000,9.8,64.8,1.84,17.2,28.4,25.4,3.37,55.5,1.73,3.47,50.0,1.84,0.20,42.6,262.4,171.7,8.67,3.16,1.33,1.63,1.53,47.6,39.2,82.4,3.78,Matches
1368,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,28-364,1992,15.1,51.5,6.89,30.7,23.4,0.86,0.73,49.5,0.20,0.20,100.0,0.20,0.00,31.6,175.5,103.0,1.52,0.00,0.07,0.00,0.13,33.8,32.9,97.5,0.20,Matches
1369,Michael Langer\Michael-Langer,at AUT,GK,Schalke 04,de Bundesliga,36-118,1985,2.7,33.7,29.3,33.7,0.00,0.00,0.00,23.0,0.00,0.00,,0.00,0.00,11.9,39.3,17.0,0.00,0.00,0.00,0.00,0.00,13.0,13.0,100.0,0.00,Matches
1370,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,28-078,1993,5.8,70.3,2.07,14.5,37.8,24.3,2.76,69.0,1.38,1.90,72.7,1.38,0.00,52.8,297.4,130.7,4.48,2.24,0.17,1.21,1.90,64.0,52.1,81.4,4.83,Matches
1371,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,it Serie A,31-086,1990,25.1,29.1,0.72,2.15,13.1,15.6,6.33,27.1,0.48,0.68,70.6,0.48,0.04,16.7,88.2,51.2,2.87,1.04,0.88,2.39,1.55,43.4,19.9,45.8,8.01,Matches
1372,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,26-342,1994,13.9,90.9,7.05,34.7,59.3,4.82,0.50,88.8,0.14,0.14,100.0,0.14,0.00,67.2,398.1,264.1,9.35,1.51,0.00,0.22,0.14,73.4,72.4,98.6,0.14,Matches
1373,Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,fr Ligue 1,27-181,1993,27.5,60.7,7.67,36.0,26.8,1.09,0.51,59.5,0.11,0.15,75.0,0.11,0.00,35.2,188.8,99.5,2.22,0.18,0.00,0.18,0.15,37.3,36.7,98.2,0.04,Matches
1374,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,36-359,1984,32.8,59.2,13.4,33.3,27.5,1.07,0.55,55.9,0.03,0.03,100.0,0.03,0.00,31.4,174.9,97.7,1.31,0.12,0.00,0.00,0.06,36.1,35.4,98.1,0.12,Matches
1375,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,24-070,1997,32.0,39.8,35.1,39.7,0.19,0.00,0.00,28.8,0.03,0.03,100.0,0.03,0.00,19.6,94.3,56.2,0.00,0.00,0.00,0.03,0.00,18.0,17.9,99.7,0.00,Matches
1376,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,28-267,1992,12.3,28.8,0.65,2.28,11.2,16.5,6.26,27.3,0.57,1.30,43.8,0.65,0.08,17.0,88.2,34.3,2.28,0.57,0.73,2.28,1.14,39.6,19.5,49.3,7.80,Matches
1377,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,it Serie A,28-267,1992,13.0,30.2,0.69,1.92,15.0,15.4,4.69,28.1,0.54,1.38,38.9,0.77,0.00,17.6,89.8,50.2,2.69,1.00,0.62,3.54,2.38,54.5,21.7,39.8,8.62,Matches
1378,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27-174,1993,18.1,44.5,9.94,30.1,13.6,1.99,0.94,43.6,0.11,0.17,66.7,0.11,0.00,22.3,97.5,38.0,0.77,0.00,0.00,0.11,0.06,26.2,25.1,95.8,0.17,Matches
1379,Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,fr Ligue 1,32-108,1989,18.7,66.2,4.17,25.1,37.6,6.42,0.59,65.2,0.16,0.21,75.0,0.21,0.00,43.0,199.3,89.4,2.89,0.70,0.21,0.70,0.37,48.0,46.1,96.1,0.80,Matches
1380,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,23-164,1997,6.2,56.1,2.74,19.8,26.0,13.1,0.97,47.7,0.81,0.97,83.3,0.81,0.00,28.5,124.8,59.5,2.58,0.97,0.16,0.32,0.32,35.8,31.1,86.9,2.58,Matches
1381,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,31-148,1989,18.4,49.9,2.45,12.2,25.7,14.3,1.58,47.1,0.82,1.09,75.0,0.82,0.16,27.8,120.7,52.1,2.45,0.76,0.11,1.25,1.47,34.5,26.6,77.2,2.23,Matches
1382,Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,22-151,1998,17.5,47.5,0.46,5.37,22.3,25.6,3.94,43.8,3.03,4.57,66.3,3.20,0.11,37.5,233.8,152.0,7.26,2.91,1.49,2.69,3.43,47.9,33.5,69.8,6.91,Matches
1383,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,31-328,1989,7.7,61.4,3.90,22.2,34.0,9.87,0.00,52.1,0.13,0.39,33.3,0.13,0.00,31.8,179.4,119.1,4.81,1.17,0.00,0.65,0.26,38.1,36.2,95.2,0.52,Matches
1384,Lauti\Lauti,uy URU,MFFW,Celta Vigo,es La Liga,20-084,2001,0.2,30.0,5.00,5.00,20.0,10.0,5.00,30.0,0.00,0.00,,0.00,0.00,25.0,20.0,0.00,0.00,0.00,0.00,0.00,10.0,40.0,25.0,62.5,0.00,Matches
1385,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,33-252,1987,17.9,55.5,3.85,22.8,31.9,3.63,0.45,54.6,0.45,0.56,80.0,0.45,0.00,32.8,147.5,78.9,1.23,0.17,0.00,0.56,0.84,38.6,36.5,94.5,0.56,Matches
1386,Valentino Lazaro\Valentino-Lazaro,at AUT,DFFW,M'Gladbach,de Bundesliga,25-041,1996,12.2,53.1,1.97,11.8,26.1,18.2,2.79,47.6,0.98,1.89,52.2,1.07,0.00,31.2,152.5,74.9,3.85,1.15,0.74,0.98,1.07,40.2,32.9,81.7,3.69,Matches
1387,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,30-231,1990,23.8,58.3,2.23,11.2,26.5,23.8,2.86,50.1,0.63,1.26,50.0,0.71,0.17,32.7,159.4,101.0,5.08,1.72,0.59,1.13,0.97,43.3,36.4,84.2,3.32,Matches
1388,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,27-156,1993,24.4,49.4,1.72,11.3,20.2,21.9,2.34,42.3,0.82,1.60,51.3,0.98,0.00,32.8,247.6,170.9,7.30,2.30,0.86,0.94,1.07,38.2,31.5,82.5,3.07,Matches
1389,Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,fr Ligue 1,23-013,1998,9.0,38.0,1.78,6.44,15.3,18.4,3.33,37.4,1.00,2.44,40.9,1.00,0.00,22.8,96.7,48.0,2.67,0.89,0.44,3.33,3.33,36.2,24.0,66.3,8.44,Matches
1390,Enzo Le Fée\Enzo-Le-Fee,fr FRA,MFFW,Lorient,fr Ligue 1,21-090,2000,17.5,58.6,1.26,10.7,35.4,17.3,0.86,54.7,1.71,3.14,54.5,1.83,0.11,38.8,214.7,117.8,6.17,1.83,0.17,2.29,2.34,47.4,39.7,83.7,4.00,Matches
1391,Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,fr Ligue 1,31-201,1989,22.6,59.8,2.35,17.7,31.2,14.6,0.88,49.7,0.40,0.75,52.9,0.44,0.00,32.1,166.0,98.8,4.51,1.81,0.18,0.44,0.53,37.9,34.0,89.8,1.86,Matches
1392,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,31-205,1989,1.4,65.7,12.9,42.1,23.6,2.86,0.00,64.3,0.00,0.00,,0.00,0.00,42.9,191.4,105.0,1.43,0.71,0.00,0.00,0.00,50.0,49.3,98.6,0.00,Matches
1393,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,24-174,1996,27.5,62.8,8.69,34.4,31.3,2.15,0.95,61.3,0.07,0.11,66.7,0.07,0.00,38.4,250.2,140.8,2.69,0.44,0.00,0.15,0.22,41.3,40.3,97.7,0.25,Matches
1394,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,31-015,1990,10.8,40.6,3.43,11.8,24.2,6.39,1.48,39.5,0.00,0.00,,0.00,0.00,17.7,90.5,39.8,1.48,0.37,0.00,0.46,0.19,24.4,22.2,90.9,1.67,Matches
1395,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,24-326,1996,2.8,63.9,1.07,8.21,37.1,22.5,2.14,63.9,0.36,1.79,20.0,0.36,0.00,38.9,218.2,119.3,4.29,1.79,0.00,1.07,0.36,57.5,51.1,88.8,8.57,Matches
1396,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,21-328,1999,19.8,33.3,0.81,3.28,14.8,18.6,5.61,32.2,1.77,2.73,64.8,1.82,0.05,23.4,174.5,108.7,4.95,1.62,1.41,2.42,1.21,42.2,25.5,60.4,7.53,Matches
1397,Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,fr Ligue 1,35-225,1985,33.8,30.2,27.2,30.2,0.06,0.00,0.00,21.0,0.00,0.00,,0.00,0.00,13.2,65.2,34.7,0.00,0.00,0.00,0.00,0.00,12.1,12.0,99.5,0.00,Matches
1398,Mathew Leckie\Mathew-Leckie,au AUS,FWDF,Hertha BSC,de Bundesliga,30-089,1991,3.3,60.0,1.21,13.0,28.5,22.7,3.33,54.8,0.30,2.12,14.3,0.61,0.00,34.2,221.8,98.8,3.94,1.21,0.00,2.12,3.03,48.8,34.5,70.8,4.55,Matches
1399,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,30-008,1991,25.0,37.7,30.4,37.0,0.76,0.04,0.04,29.3,0.00,0.00,,0.00,0.00,19.1,89.2,42.2,0.04,0.00,0.00,0.04,0.00,20.2,20.1,99.6,0.00,Matches
1400,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,es La Liga,28-080,1993,31.0,34.3,28.9,34.2,0.10,0.00,0.00,20.3,0.06,0.06,100.0,0.06,0.00,12.1,103.0,65.9,0.00,0.00,0.00,0.00,0.03,8.77,8.68,98.9,0.00,Matches
1401,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27-344,1993,21.4,65.8,2.80,17.4,37.4,15.6,1.45,64.6,0.61,1.12,54.2,0.75,0.00,44.6,236.3,125.0,4.81,1.73,0.05,0.79,0.93,52.9,46.8,88.4,3.36,Matches
1402,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,34-115,1987,20.4,71.0,3.63,21.5,44.4,8.87,0.34,68.8,0.29,0.64,46.2,0.29,0.00,41.6,202.1,104.8,3.58,1.03,0.00,0.29,0.64,47.1,44.9,95.2,0.88,Matches
1403,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,es La Liga,29-349,1991,29.5,53.1,9.29,32.1,21.3,2.27,0.98,50.6,0.24,0.31,77.8,0.24,0.03,26.5,118.8,54.5,0.85,0.07,0.00,0.17,0.17,29.6,28.7,96.8,0.20,Matches
1404,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,28-000,1993,6.2,68.4,4.35,17.7,35.2,21.1,0.97,57.1,2.26,3.71,60.9,2.26,0.00,40.6,223.9,127.1,5.65,2.10,0.48,1.94,0.97,41.9,38.4,91.5,1.77,Matches
1405,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25-173,1995,15.0,65.2,1.20,9.07,33.8,27.3,2.07,61.2,2.67,3.07,87.0,2.67,0.07,48.5,258.9,127.8,7.00,2.67,0.27,1.33,1.93,57.3,47.6,83.0,6.07,Matches
1406,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,eng Premier League,27-245,1993,16.9,57.8,2.72,16.7,35.3,10.2,0.65,57.0,1.54,2.19,70.3,1.66,0.18,37.4,203.3,100.5,4.38,0.95,0.06,1.01,1.30,40.8,37.6,92.2,1.12,Matches
1407,Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34-049,1987,18.7,79.7,3.16,22.4,51.2,10.5,1.02,78.0,0.32,0.59,54.5,0.32,0.00,52.0,222.0,98.0,3.74,1.07,0.11,1.18,0.75,59.7,55.9,93.7,1.50,Matches
1408,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,25-321,1995,24.6,91.5,10.3,37.6,52.7,8.01,0.65,89.6,0.37,0.57,64.3,0.37,0.00,69.0,368.3,217.5,7.11,1.87,0.04,0.33,0.16,73.3,72.1,98.4,0.33,Matches
1409,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,29-061,1992,30.8,35.3,29.3,34.6,0.65,0.03,0.03,27.2,0.00,0.00,,0.00,0.00,18.8,68.1,37.9,0.00,0.00,0.00,0.00,0.00,18.4,18.3,99.5,0.00,Matches
1410,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,26-224,1994,22.6,64.2,3.14,21.7,29.8,16.1,0.71,53.3,0.58,0.84,68.4,0.58,0.09,32.0,171.6,96.5,4.51,1.15,0.27,1.06,0.84,37.5,32.7,87.3,2.17,Matches
